NOMBRE DEL INVESTIGADOR,NOMBRE_INVENTOR,Ratio
"HERNANDEZ,MIGUEL ANGEL","IBANEZ HERNANDEZ,MIGUEL ANGEL ANTONIO",100.0
"HERNANDEZ,MIGUEL ANGEL","PEREZ LARA Y HERNANDEZ,MIGUEL ANGEL",100.0
"HERNANDEZ,MIGUEL ANGEL","SANCHEZ HERNANDEZ,MIGUEL ANGEL",100.0
"MACIAS,LEOBARDO CAMPOS","CAMPOS MACIAS,LEOBARDO EMMANUEL",100.0
"RUIZ,RICARDO ANTONIO","SALIDO RUIZ,RICARDO ANTONIO",100.0
"MARINO MARMOLEJO,ERIKA NAHOMY","MARINO MARMOLEJO,ERIKA NAHOMY",100.0
"DAVILA VAZQUEZ,GUSTAVO","DAVILA VAZQUEZ,GUSTAVO",100.0
"CONTRERAS RAMOS,SILVIA MARIBEL","CONTRERAS RAMOS,SILVIA MARIBEL",100.0
"RAMIREZ ALVAREZ,FRANCISCO JAVIER","RAMIREZ AGUILAR,FRANCISCO JAVIER",90.625
"GUZMAN,ALEJANDRO","BENITEZ GUZMAN,ALEJANDRO",100.0
"GUZMAN,ALEJANDRO","LOZANO GUZMAN,ALEJANDRO ALFREDO",100.0
"GUZMAN,ALEJANDRO","OLMOS GUZMAN,ALEJANDRO",100.0
"GUZMAN,ALEJANDRO","RAMIREZ GUZMAN,ALEJANDRO HERMELINDO",100.0
"MUNOZ,RAUL","FAJARDO MUNOZ,RAUL CUAUHTEMOC",100.0
"MUNOZ,RAUL","GOMEZ MUNOZ,RAUL",100.0
"MUNOZ,RAUL","VALDEZ MUNOZ,RAUL",100.0
"AVILA VILCHIS,JUAN CARLOS","AVILA VILCHIS,JUAN CARLOS",100.0
"VILCHIS GONZALEZ,ADRIANA HERLINDA","VILCHIS GONZALEZ,ADRIANA HERLINDA",100.0
"LEAL,JOSE GERARDO GARZA","GARZA LEAL,JOSE GERARDO",100.0
"AGUILAR,EDUARDO","BOLANOS AGUILAR,EDUARDO DANIEL",100.0
"AGUILAR,EDUARDO","HERNANDEZ AGUILAR,EDUARDO",100.0
"AGUILAR,EDUARDO","RODRIGUEZ AGUILAR,EDUARDO DANIEL",100.0
"GUTIERREZ,ARTURO","DELGADO GUTIERREZ,ARTURO JAVIER",100.0
"GUTIERREZ,ARTURO","FAJARDO GUTIERREZ,ARTURO",100.0
"GUTIERREZ,ARTURO","JIMENEZ GUTIERREZ,ARTURO",100.0
"GUTIERREZ,ARTURO","MOLINA GUTIERREZ,ARTURO",100.0
"GUTIERREZ,ARTURO","SOTELO GUTIERREZ,ARTURO",100.0
"CASTILLO,JESUS J","GARCIA CASTILLO,JESUS EDUARDO",93.33333333333333
"CASTILLO,JESUS J","GONZALEZ CASTILLO,JESUS ROBERTO",93.33333333333333
"CASTILLO,JESUS J","MARTINEZ CASTILLO,JESUS ELOHIM",93.33333333333333
"CASTILLO,JESUS J","ORTIZ DEL CASTILLO,JESUS RAUL",93.33333333333333
"CASTILLO,JESUS J","QUIROZ CASTILLO,JESUS MANUEL",93.33333333333333
"SANCHEZ,ANTONIO","CONCHA SANCHEZ,ANTONIO",100.0
"SANCHEZ,ANTONIO","ESPINOSA DE LOS MONTEROS SANCHEZ,ANTONIO",100.0
"SANCHEZ,ANTONIO","RODRIGUEZ SANCHEZ,ANTONIO",100.0
"GARCIA,FERNANDO","ESPARZA GARCIA,FERNANDO JOSE",100.0
"GARCIA,FERNANDO","FLORES GARCIA,FERNANDO",100.0
"GARCIA,FERNANDO","GARCIA GARCIA,FERNANDO",100.0
"GARCIA,FERNANDO","GONZALEZ GARCIA,FERNANDO",100.0
"GARCIA,FERNANDO","GRACIA GARCIA,FERNANDO",100.0
"RAMIREZ,FERNANDO J","ALVAREZ RAMIREZ,FERNANDO",94.11764705882354
"RAMIREZ,FERNANDO J","CHAVEZ RAMIREZ,FERNANDO",94.11764705882354
"RAMIREZ,FERNANDO J","FERNANDEZ RAMIREZ,FERNANDO",94.11764705882354
"RAMIREZ,FERNANDO J","LONA RAMIREZ,FERNANDO JONATHAN",94.11764705882354
"GALLEGOS,MIGUEL ANGEL","HERNANDEZ GALLEGOS,MIGUEL ANGEL",100.0
"ORTIZ,ROBERTO","MORENO ORTIZ,ROBERTO",100.0
"ORTIZ,ROBERTO","SOTO ORTIZ,ROBERTO",100.0
"LOPEZ,CARLOS A","ALDANA LOPEZ,CARLOS IVAN",92.3076923076923
"LOPEZ,CARLOS A","ALVARADO LOPEZ,CARLOS JUAN",92.3076923076923
"LOPEZ,CARLOS A","ARAGON LOPEZ,CARLOS EDUARDO",92.3076923076923
"LOPEZ,CARLOS A","AVENDANO LOPEZ,CARLOS GABRIEL",92.3076923076923
"LOPEZ,CARLOS A","BARAJAS LOPEZ,CARLOS",92.3076923076923
"HERNANDEZ,DANIEL","AVILA HERNANDEZ,DANIEL",100.0
"HERNANDEZ,DANIEL","CERECEDO HERNANDEZ,DANIEL",100.0
"HERNANDEZ,DANIEL","DOMINGUEZ HERNANDEZ,DANIEL",100.0
"HERNANDEZ,DANIEL","ESCOBAR HERNANDEZ,DANIEL",100.0
"HERNANDEZ,DANIEL","GRAJALES HERNANDEZ,DANIEL ALBERTO",100.0
"CASTRO ROSAS,JAVIER","CASTRO ROSAS,JAVIER",100.0
"GOMEZ ALDAPA,CARLOS ALBERTO","GOMEZ ALDAPA,CARLOS ALBERTO",100.0
"GOJON ZORRILLA,GABRIEL","GOJON ZORRILLA,GABRIEL",100.0
"LOPEZ ARREDONDO,DAMAR LISBETH","LOPEZ ARREDONDO,DAMAR LIZBETH",96.55172413793103
"HERRERA ESTRELLA,LUIS RAFAEL","HERRERA ESTRELLA,LUIS RAFAEL",100.0
"AMEZCUA ALLIERI,MYRIAM ADELA","AMEZCUA ALLIERI,MYRIAM ADELA",100.0
"RAMIREZ VERDUZCO,LUIS FELIPE","RAMIREZ VERDUZCO,LUIS FELIPE",100.0
"GUEVARA,FRANCISCO JAVIER","AGUILAR GUEVARA,FRANCISCO JAVIER",100.0
"GRAEVE,OLIVIA A","GRAEVE,OLIVIA AMALIA",92.85714285714286
"HIRATA FLORES,GUSTAVO A","HIRATA FLORES,GUSTAVO ALONSO",95.45454545454545
"PEREZ GALLARDO,ALFONSO","PEREZ GALLARDO,ALFONSO",100.0
"FUENTES,FRANCISCO","LOPEZ FUENTES,FRANCISCO DE ASIS",100.0
"LEAL CHAVEZ,DANIEL ARTURO","LEAL CHAVEZ,DANIEL ARTURO",100.0
"BELTRAN CHACON,RICARDO","BELTRAN CHACON,RICARDO",100.0
"VEGA,DAVID I","CORTES VEGA,DAVID",90.9090909090909
"VEGA,DAVID I","PANIAGUA VEGA,DAVID",90.9090909090909
"ALVARADO,ANDRES E","AVILES ALVARADO,ANDRES ALBERTO",93.75
"CORONA GALVAN,SERGIO","CORONA GALVAN,SERGIO",100.0
"RODRIGUEZ GUADARRAMA,LUIS ANTONIO","RODRIGUEZ GUADARRAMA,LUIS ANTONIO",100.0
"ALVAREZ,IGNACIO","SOSA ALVAREZ,IGNACIO",100.0
"MARTINEZ,HUGO","CARLOS MARTINEZ,HUGO",100.0
"MARTINEZ,HUGO","DE ALBA MARTINEZ,HUGO",100.0
"MARTINEZ,HUGO","HERNANDEZ MARTINEZ,HUGO",100.0
"GARCIA,ALBERTO","MONROY GARCIA,ALBERTO",100.0
"GARCIA,ALBERTO","SALADINO GARCIA,ALBERTO",100.0
"GARCIA,ALBERTO","SANDOVAL GARCIA,ALBERTO",100.0
"GARCIA,ALBERTO","TORRES GARCIA,ALBERTO FRANCISCO",100.0
"MORALES,KARLA","CRUZ MORALES,KARLA NOELIA",100.0
"RODRIGUEZ,JAVIER","GOMEZ RODRIGUEZ,JAVIER",100.0
"RODRIGUEZ,JAVIER","PEREZ RODRIGUEZ,JAVIER EZAU",100.0
"RODRIGUEZ,JAVIER","RAMIREZ RODRIGUEZ,JAVIER",100.0
"ROMERO,ARTURO","ESPINOSA ROMERO,ARTURO",100.0
"ROMERO,ARTURO","GARCIA ROMERO,ARTURO",100.0
"CONTRERAS,ROBERTO","CHIQUITO CONTRERAS,ROBERTO GREGORIO",100.0
"CONTRERAS,ROBERTO","FUENTES CONTRERAS,ROBERTO IVAN",100.0
"ESCUDERO URIBE,APOLO ZEUS","ESCUDERO URIBE,APOLO ZEUS",100.0
"LOPEZ,ALEJANDRO MORENO","MORENO GOMEZ,ALEJANDRO",90.9090909090909
"MEDINA,VICTOR","ABSALON MEDINA,VICTOR ANTONIO",100.0
"MEDINA,VICTOR","BRENA MEDINA,VICTOR FRANCISCO",100.0
"MEDINA,VICTOR","MORENO MEDINA,VICTOR RICARDO",100.0
"MEDINA,VICTOR","OVANDO MEDINA,VICTOR MANUEL",100.0
"SANTOS CUEVAS,CLARA LETICIA","SANTOS CUEVAS,CLARA LETICIA",100.0
"OCAMPO GARCIA,BLANCA ELI","OCAMPO GARCIA,BLANCA ELI",100.0
"AZORIN VEGA,ERIKA PATRICIA","AZORIN VEGA,ERIKA PATRICIA",100.0
"LUNA GUTIERREZ,MYRNA ALEJANDRA","LUNA GUTIERREZ,MYRNA ALEJANDRA",100.0
"JIMENEZ MANCILLA,NALLELY PATRICIA","JIMENEZ MANCILLA,NALLELY PATRICIA",100.0
"FERRO FLORES,GUILLERMINA","FERRO FLORES,GUILLERMINA",100.0
"DE LA ROSA SANTAMARIA,ROBERTO","DE LA ROSA SANTAMARIA,ROBERTO",100.0
"MENDOZA,CARLOS","ABUD MENDOZA,CARLOS",100.0
"MENDOZA,CARLOS","CASAS MENDOZA,CARLOS ALBERTO",100.0
"MENDOZA,CARLOS","CRUZ MENDOZA,CARLOS RICARDO",100.0
"MENDOZA,CARLOS","FELIPE MENDOZA,CARLOS",100.0
"MENDOZA,CARLOS","MENDOZA,CARLOS",100.0
"RODRIGUEZ LOPEZ,CARLOS EDUARDO","RODRIGUEZ LOPEZ,CARLOS EDUARDO",100.0
"DIAZ DE LA GARZA,ROCIO ISABEL","DIAZ DE LA GARZA,ROCIO ISABEL",100.0
"MOSCOA,ADRIANA PACHECO","PACHECO MOSCOA,ADRIANA",100.0
"AVALOS GARCIA,JAVIER","AVALOS GARCIA,JAVIER",100.0
"DAVILA,CESAR","BURGOS DAVILA,CESAR JESUS",100.0
"RAMIREZ,NORMA","PUENTE RAMIREZ,NORMA PATRICIA",100.0
"RAMIREZ,NORMA","RAMIREZ RAMIREZ,NORMA",100.0
"ARRIOLA MARTINEZ,ROBERTO","MARTINEZ,ROBERTO",100.0
"LOPEZ,MARTIN D","BALTAZAR LOPEZ,MARTIN EDUARDO",92.3076923076923
"LOPEZ,MARTIN D","GONZALEZ LOPEZ,MARTIN ESTEBAN",92.3076923076923
"HERNANDEZ,JUAN","ACOSTA HERNANDEZ,JUAN ALBERTO",100.0
"HERNANDEZ,JUAN","ANGELES HERNANDEZ,JUAN CARLOS",100.0
"HERNANDEZ,JUAN","ARTIGAS HERNANDEZ,JUAN BENITO",100.0
"HERNANDEZ,JUAN","CAPETILLO HERNANDEZ,JUAN",100.0
"HERNANDEZ,JUAN","CHAVARRIA HERNANDEZ,JUAN CARLOS",100.0
"CERVANTES,VICTOR","VALDES CERVANTES,VICTOR HUGO",100.0
"MARTINEZ,EDUARDO","ANDERE MARTINEZ,EDUARDO",100.0
"MARTINEZ,EDUARDO","BAUTISTA MARTINEZ,EDUARDO CARLOS",100.0
"MARTINEZ,EDUARDO","CORONA MARTINEZ,EDUARDO",100.0
"MARTINEZ,EDUARDO","HERNANDEZ MARTINEZ,EDUARDO GAMALIEL",100.0
"MARTINEZ,EDUARDO","MARTINEZ MARTINEZ,EDUARDO",100.0
"ORTIZ,JUAN CARLOS","DELGADO ORTIZ,JUAN CARLOS",100.0
"ORTIZ,JUAN CARLOS","MARQUEZ ORTIZ,JUAN CARLOS",100.0
"ORTIZ,JUAN CARLOS","NAJERA ORTIZ,JUAN CARLOS",100.0
"ORTIZ,JUAN CARLOS","RODRIGUEZ ORTIZ,JUAN CARLOS",100.0
"PENA DUQUE,MARCO ANTONIO","PENA DUQUE,MARCO ANTONIO",100.0
"SOSA,JUAN","SANCHEZ SOSA,JUAN CARLOS",100.0
"SOSA,JUAN","SANCHEZ SOSA,JUAN JOSE",100.0
"SOSA,JUAN","TELLEZ SOSA,JUAN MAURICIO",100.0
"VILLAGOMEZ IBARRA,JOSE ROBERTO","VILLAGOMEZ IBARRA,JOSE ROBERTO",100.0
"LOPEZ,HECTOR","ALFARO LOPEZ,HECTOR GUILLERMO",100.0
"LOPEZ,HECTOR","BARRIOS LOPEZ,HECTOR GUILLERMO",100.0
"LOPEZ,HECTOR","HERNANDEZ LOPEZ,HECTOR",100.0
"LOPEZ,HECTOR","JUAREZ LOPEZ,HECTOR ALFONSO",100.0
"LOPEZ,HECTOR","OCHOA DIAZ LOPEZ,HECTOR",100.0
"GONZALEZ,RICARDO E","AGUAYO GONZALEZ,RICARDO",94.11764705882354
"GONZALEZ,RICARDO E","ERNESTO GONZALEZ,RICARDO CARLOS",94.11764705882354
"GONZALEZ,RICARDO E","GOMEZ GONZALEZ,RICARDO",94.11764705882354
"GONZALEZ,RICARDO E","MANRIQUEZ GONZALEZ,RICARDO",94.11764705882354
"GONZALEZ,RICARDO E","MATA GONZALEZ,RICARDO",94.11764705882354
"SEGOVIA QUINTERO,MANUEL ALBERTO","SEGOVIA QUINTERO,MANUEL ALBERTO",100.0
"DE LEON,ROBERTO GARCIA","GARCIA DE LEON,ROBERTO",100.0
"MORENO LOPEZ,ALEJANDRO","MORENO GOMEZ,ALEJANDRO",90.9090909090909
"ESCOBAR HERNANDEZ,DANIEL","ESCOBAR HERNANDEZ,DANIEL",100.0
"ESCOBAR HERNANDEZ,DANIEL","HERNANDEZ,DANIEL",100.0
"CARBAJAL ARIZAGA,GREGORIO GUADALUPE","CARBAJAL ARIZAGA,GREGORIO GUADALUPE",100.0
"ALVARADO,EMMANUEL","VALDES ALVARADO,EMMANUEL",100.0
"HERNANDEZ,VICENTE","ESPINOSA HERNANDEZ,VICENTE",100.0
"HERNANDEZ,VICENTE","GARCIA COLON HERNANDEZ,VICENTE RODOLFO",100.0
"HERNANDEZ,VICENTE","VILLANUEVA HERNANDEZ,VICENTE",100.0
"MEYER,PAULO LOPEZ","LOPEZ MEYER,PAULO",100.0
"VAZQUEZ,LUIS","BANUELOS VAZQUEZ,LUIS ALFREDO",100.0
"VAZQUEZ,LUIS","BENAVIDES VAZQUEZ,LUIS ALEJANDRO",100.0
"VAZQUEZ,LUIS","ESCALERA VAZQUEZ,LUIS HUMBERTO",100.0
"VAZQUEZ,LUIS","MARTINEZ VAZQUEZ,LUIS ARTEMIO",100.0
"VAZQUEZ,LUIS","MOJICA VAZQUEZ,LUIS HUMBERTO",100.0
"DE LANGE,DIRK FREDERIK","DE LANGE,DIRK FREDERIK",100.0
"YANEZ SOTO,BERNARDO","YANEZ SOTO,BERNARDO",100.0
"SOLIS,ANA L","GUTIERREZ SOLIS,ANA LIGIA",90.0
"PEREZ TORRES,ARMANDO","PEREZ TORRES,ARMANDO",100.0
"SCIUTTO CONDE,EDDA LYDIA","SCIUTTO CONDE,EDDA LYDIA",100.0
"FRAGOSO GONZALEZ,GLADIS DEL CARMEN","FRAGOSO GONZALEZ,GLADIS DEL CARMEN",100.0
"CERVANTES TORRES,JACQUELYNNE BRENDA","CERVANTES TORRES,JACQUELYNNE BRENDA",100.0
"SEGURA VELAZQUEZ,RENE ALVARO","SEGURA VELAZQUEZ,RENE ALVARO",100.0
"BARRIGA,JORGE","RUIZ BARRIGA,JORGE ALBERTO",100.0
"HERNANDEZ,CLAUDIA","AGRAZ HERNANDEZ,CLAUDIA MARICUSA",100.0
"HERNANDEZ,CLAUDIA","ANTONIO HERNANDEZ,CLAUDIA",100.0
"HERNANDEZ,CLAUDIA","BAUTISTA HERNANDEZ,CLAUDIA ISBETH",100.0
"HERNANDEZ,CLAUDIA","ENRIQUEZ HERNANDEZ,CLAUDIA BEATRIZ",100.0
"HERNANDEZ,CLAUDIA","FIGUEROA HERNANDEZ,CLAUDIA YURITZI",100.0
"KONTOROVICH MAZOVER,VALERI","KONTOROVICH MAZOVER,VALERI",100.0
"PENA CAMPOS,FERNANDO","PENA CAMPOS,FERNANDO",100.0
"GONZALEZ MONTIEL,ALFONSO","GONZALEZ MONTIEL,ALFONSO",100.0
"FLORES SANTOS,LETICIA","FLORES SANTOS,LETICIA",100.0
"PINEDA HERRERA,MARIBEL","PINEDA HERRERA,MARIBEL",100.0
"ESQUIVEL,JULIO CESAR ZAMORA","ZAMORA ESQUIVEL,JULIO CESAR",100.0
"MARURI,HECTOR ALFONSO CORDOURIER","CORDOURIER MARURI,HECTOR ALFONSO",100.0
"TREJO RODRIGUEZ,ARTURO","TREJO RODRIGUEZ,ARTURO",100.0
"GONZALEZ,RICARDO","AGUAYO GONZALEZ,RICARDO",100.0
"GONZALEZ,RICARDO","ERNESTO GONZALEZ,RICARDO CARLOS",100.0
"GONZALEZ,RICARDO","GOMEZ GONZALEZ,RICARDO",100.0
"GONZALEZ,RICARDO","MANRIQUEZ GONZALEZ,RICARDO",100.0
"GONZALEZ,RICARDO","MATA GONZALEZ,RICARDO",100.0
"GUTIERREZ,LUIS FERNANDO","GUTIERREZ,LUIS",100.0
"SANCHEZ,JOSE CARLOS","RAMIREZ SANCHEZ,JOSE CARLOS",100.0
"QUINTANA,JUAN M","RAMIREZ QUINTANA,JUAN ALBERTO",92.85714285714286
"HERNANDEZ,MARIO","ACOSTA HERNANDEZ,MARIO EDUARDO",100.0
"HERNANDEZ,MARIO","BARRO HERNANDEZ,MARIO ANTONIO",100.0
"HERNANDEZ,MARIO","CALDERON HERNANDEZ,MARIO",100.0
"HERNANDEZ,MARIO","CASTILLO HERNANDEZ,MARIO ALBERTO",100.0
"HERNANDEZ,MARIO","CHEW HERNANDEZ,MARIO LUIS",100.0
"SANDOVAL,JOSE","BARRETO SANDOVAL,JOSE DE JESUS",100.0
"SANDOVAL,JOSE","LOPEZ SANDOVAL,JOSE ANTONIO",100.0
"SANDOVAL,JOSE","MONJARAZ SANDOVAL,JOSE DE JESUS ALEJANDRO",100.0
"SANDOVAL,JOSE","RUIZ SANDOVAL,JOSE LUIS",100.0
"MEDINA,DAVID","CONTRERAS MEDINA,DAVID ISRAEL",100.0
"MEDINA,DAVID","MEJIA MEDINA,DAVID ABDEL",100.0
"MEDINA,DAVID","RODRIGUEZ MEDINA,DAVID ALBERTO",100.0
"DIAZ,DAVID MARTINEZ","DIAZ,DAVID",100.0
"CAMACHO,JORGE","GUERRERO CAMACHO,JORGE LUIS",100.0
"CAMACHO,JORGE","MENDOZA CAMACHO,JORGE IGNACIO",100.0
"ANGELES CHAVEZ,CARLOS","ANGELES CHAVEZ,CARLOS",100.0
"LOPEZ SALINAS,ESTEBAN","LOPEZ SALINAS,ESTEBAN",100.0
"TORRES GARCIA,ENELIO","TORRES GARCIA,ENELIO",100.0
"ESCOBAR AGUILAR,JOSE","ESCOBAR AGUILAR,JOSE",100.0
"GUTIERREZ ALEJANDRE,AIDA","GUTIERREZ ALEJANDRE,AIDA",100.0
"FERRAT TORRES,GERARDO","FERRAT TORRES,GERARDO",100.0
"MOSQUEIRA MONDRAGON,MARIA DE LOURDES","MOSQUEIRA MONDRAGON,MARIA DE LOURDES ARACELI",100.0
"CORTES JACOME,MARIA ANTONIA","CORTES JACOME,MARIA ANTONIA",100.0
"PEREZ LUNA,MIGUEL","PEREZ LUNA,MIGUEL",100.0
"TOLEDO ANTONIO,JOSE ANTONIO","TOLEDO ANTONIO,JOSE ANTONIO",100.0
"LEDEZMA,RICARDO ROSALES","ROSALES LEDEZMA,RICARDO",100.0
"ORTIZ,SOFIA ELIZABETH ACOSTA","ACOSTA ORTIZ,SOFIA ELIZABETH",100.0
"FIGUEROA,GUILLERMO","ROMERO FIGUEROA,GUILLERMO",100.0
"MENESES RUIZ,EDITH","MENESES RUIZ,EDITH",100.0
"FERNANDEZ,FRANCISCO","ALTABLE FERNANDEZ,FRANCISCO IGNACIO",100.0
"FERNANDEZ,FRANCISCO","GARCIA FERNANDEZ,FRANCISCO",100.0
"FERNANDEZ,FRANCISCO","IRACHETA FERNANDEZ,FRANCISCO JAVIER",100.0
"FERNANDEZ,FRANCISCO","LIZCANO FERNANDEZ,FRANCISCO",100.0
"FERNANDEZ,FRANCISCO","VELAZQUEZ FERNANDEZ,FRANCISCO JAVIER",100.0
"PANIAGUA CHAVEZ,CARMEN GUADALUPE","PANIAGUA CHAVEZ,CARMEN GUADALUPE",100.0
"VELA GARCIA,LUIS RENE","VELA GARCIA,LUIS RENE",100.0
"CALLEJAS,JUAN CARLOS GARCIA","GARCIA SALAS,JUAN CARLOS",90.19607843137254
"VASILIEVNA KHARISSOVA,OXANA","KHARISSOVA,OXANA VASILIEVNA",100.0
"VASILIEVNA KHARISSOVA,OXANA","VASILIEVNA KHARISSOVA,OXANA",100.0
"PENA PARAS,LAURA","PENA PARAS,LAURA",100.0
"MALDONADO CORTES,DEMOFILO","MALDONADO CORTES,DEMOFILO",100.0
"RAMIREZ SABAG,JETZABETH","RAMIREZ SABAG,JETZABETH",100.0
"RODRIGUEZ,DANIEL I","FERRUSCA RODRIGUEZ,DANIEL",94.11764705882354
"RODRIGUEZ,DANIEL I","LARA RODRIGUEZ,DANIEL ALEJANDRO",94.11764705882354
"RODRIGUEZ,DANIEL I","MARRERO RODRIGUEZ,DANIEL",94.11764705882354
"RODRIGUEZ,DANIEL I","MEJIA RODRIGUEZ,DANIEL",94.11764705882354
"PANIAGUA SOLIS,JORGE FERNANDO","PANIAGUA SOLIS,JORGE FERNANDO",100.0
"LICEA NAVARRO,ALEXEI FEDOROVISH","LICEA NAVARRO,ALEXEI FEDOROVISH",100.0
"SANCHEZ CAMPOS,LILIANA NOEMI","SANCHEZ CAMPOS,LILIANA",100.0
"SANCHEZ CAMPOS,LILIANA NOEMI","SANCHEZ CAMPOS,LILIANA NOEMI",100.0
"RAMIREZ,JOSE RUBEN","MORONES RAMIREZ,JOSE RUBEN",100.0
"PEREZ,GERARDO","BERNACHE PEREZ,GERARDO",100.0
"PEREZ,GERARDO","CORDOVA PEREZ,GERARDO ENRIQUE",100.0
"PEREZ,GERARDO","ESPINOSA PEREZ,GERARDO RENE",100.0
"SANTILLAN GODINEZ,ORLANDO","SANTILLAN GODINEZ,ORLANDO",100.0
"RODRIGUEZ,MANUEL","DIAZ RODRIGUEZ,MANUEL",100.0
"RODRIGUEZ,MANUEL","ESPERON RODRIGUEZ,MANUEL",100.0
"RODRIGUEZ,MANUEL","HINOJOSA RODRIGUEZ,MANUEL",100.0
"RODRIGUEZ,MANUEL","MUNGUIA RODRIGUEZ,MANUEL",100.0
"RODRIGUEZ,MANUEL","ORNELAS RODRIGUEZ,MANUEL",100.0
"MUNOZ,MANUEL","FERRER MUNOZ,MANUEL",100.0
"MUNOZ,MANUEL","LIVERA MUNOZ,MANUEL",100.0
"DE LA TORRE,SEBASTIAN DIAZ","DIAZ DE LA TORRE,SEBASTIAN",100.0
"VARGAS,FRANCISCO","DELGADO VARGAS,FRANCISCO",100.0
"HERNANDEZ,GUILLERMO J","DE LA ROSA HERNANDEZ,GUILLERMO",95.0
"HERNANDEZ,GUILLERMO J","LARIOS HERNANDEZ,GUILLERMO JESUS",95.0
"HERNANDEZ,GUILLERMO J","MUNOZ HERNANDEZ,GUILLERMO",95.0
"ALFARO,JOSE","CERVANTES ALFARO,JOSE MIGUEL",100.0
"ALFARO,JOSE","GONGORA ALFARO,JOSE LUIS",100.0
"CABANILLAS LOPEZ,RAFAEL ENRIQUE","CABANILLAS LOPEZ,RAFAEL ENRIQUE",100.0
"CASTILLO,JORGE","BLE CASTILLO,JORGE LUIS",100.0
"CASTILLO,JORGE","GARCIA CASTILLO,JORGE LUIS",100.0
"CASTILLO,JORGE","MAURICIO CASTILLO,JORGE ARMANDO",100.0
"CASTILLO,JORGE","MEAVE DEL CASTILLO,JORGE ARTURO",100.0
"CASTILLO,JORGE","NAVARRO CASTILLO,JORGE ADALBERTO",100.0
"MENESES,VICTOR","CASTANO MENESES,VICTOR MANUEL",100.0
"MEDINA MENDOZA,ANA KARINA","MEDINA MENDOZA,ANA KARINA",100.0
"GARCIA MARTINEZ,JORGE ALBERTO","TAPIA MARTINEZ,JORGE ALBERTO",91.2280701754386
"GONZALEZ VILLARREAL,JOSE ALEJANDRO","GONZALEZ VILLARREAL,JOSE ALEJANDRO",100.0
"RODRIGUEZ JASSO,ANDRES F","RODRIGUEZ JASSO,ANDRES FERNANDO",95.65217391304348
"CUEVAS,RICARDO","PENALOZA CUEVAS,RICARDO",100.0
"CUEVAS,RICARDO","PEREZ CUEVAS,RICARDO ENRIQUE",100.0
"FLORES,RAUL","CALIXTO FLORES,RAUL",100.0
"FLORES,RAUL","ORAYEN FLORES,RAUL ARMANDO",100.0
"FLORES,RAUL","QUINTERO FLORES,RAUL",100.0
"MARTINEZ,LUIS M","ARENAS MARTINEZ,LUIS FERNANDO",92.85714285714286
"MARTINEZ,LUIS M","CANO MARTINEZ,LUIS JAVIER",92.85714285714286
"MARTINEZ,LUIS M","CARRILLO MARTINEZ,LUIS ANTONIO",92.85714285714286
"MARTINEZ,LUIS M","CASTORENA MARTINEZ,LUIS ABEL",92.85714285714286
"MARTINEZ,LUIS M","CERCA MARTINEZ,LUIS MARIANO",92.85714285714286
"NAVARRO,MARCIA E","CAMPILLO NAVARRO,MARCIA",93.33333333333333
"TAMEZ PENA,JOSE","TAMEZ PENA,JOSE GERARDO",100.0
"GAMBOA,JOSE","ALAYON GAMBOA,JOSE ARMANDO",100.0
"GAMBOA,JOSE","MENDEZ GAMBOA,JOSE ANGEL",100.0
"GAMBOA,JOSE","SANCHEZ GAMBOA,JOSE MANUEL",100.0
"GAMBOA,JOSE","SERRANO GAMBOA,JOSE GERMAN",100.0
"TALAMANTES SILVA,JOSE","TALAMANTES SILVA,JOSE",100.0
"GONZALEZ VILLARREAL,JOSE A","GONZALEZ VILLARREAL,JOSE ALEJANDRO",96.0
"RAMOS,ALBERTO","MOLGADO RAMOS,ALBERTO",100.0
"SANCHEZ,CESAR","ORTEGA SANCHEZ,CESAR ABELARDO",100.0
"SANCHEZ,CESAR","RODRIGUEZ SANCHEZ,CESAR",100.0
"QUEZADA,JOSE","QUEZADA QUEZADA,JOSE CARLOS",100.0
"GUTIERREZ,JOSE A","ALCANTAR GUTIERREZ,JOSE ALFREDO",93.33333333333333
"GUTIERREZ,JOSE A","CAMACHO GUTIERREZ,JOSE ARIEL",93.33333333333333
"GUTIERREZ,JOSE A","CERRILLOS GUTIERREZ,JOSE IGNACIO",93.33333333333333
"GUTIERREZ,JOSE A","CONTRERAS GUTIERREZ,JOSE ALFREDO",93.33333333333333
"GUTIERREZ,JOSE A","GUTIERREZ GUTIERREZ,JOSE ANTONIO",93.33333333333333
"BECERRIL,LUIS","CHIAS BECERRIL,LUIS",100.0
"BECERRIL,LUIS","SOLANO BECERRIL,LUIS ERNESTO",100.0
"GARCIA,HECTOR","AMEZQUITA GARCIA,HECTOR JAVIER",100.0
"GARCIA,HECTOR","CAPPELLO GARCIA,HECTOR JOSE MANUEL",100.0
"GARCIA,HECTOR","DURAN GARCIA,HECTOR",100.0
"GARCIA,HECTOR","DURAN GARCIA,HECTOR MARTIN",100.0
"GARCIA,HECTOR","ESTRADA GARCIA,HECTOR JAVIER",100.0
"RIVERA,ALBERTO","ALVARADO RIVERA,ALBERTO",100.0
"RIVERA,ALBERTO","OLVERA RIVERA,ALBERTO JAVIER",100.0
"URIBE,CARLOS","MICHEL URIBE,CARLOS RAFAEL",100.0
"VITE VALLEJO,ODON","VITE VALLEJO,ODON",100.0
