numero patente,titulo patente,fecha patente,Patents,NOMBRE_INVENTOR,Inventor,Location,years active,año de inicio,última patente
11738624,Air register assembly,2023-08-29,1,"Castro Ramos,Jesus Edgar",Jesus Edgar Castro Ramos,"Huixquilucan de Degollado, MX",2023-2023,2023,2023
11738624,Air register assembly,2023-08-29,3,"Ramirez de Santiago,Carlos",Carlos Ramirez de Santiago,"Mexico City, MX",2019-2023,2019,2023
11738624,Air register assembly,2023-08-29,5,"Araujo Nieto,Jorge",Jorge Araujo Nieto,"San Marcos de la Cruz, MX",2019-2023,2019,2023
11739541,Cable management system,2023-08-29,23,"Coyle, Jr,Robert Terry","Robert Terry Coyle, Jr","Palmer, US",2020-2023,2020,2023
11739541,Cable management system,2023-08-29,3,"Fragoso,Martin Zamorano",Martin Zamorano Fragoso,"Ciudad Juárez, MX",2021-2023,2021,2023
11739541,Cable management system,2023-08-29,12,"Bastian,Geoffrey William",Geoffrey William Bastian,"Easton, US",2020-2023,2020,2023
11739541,Cable management system,2023-08-29,45,"Kressin,Matthew Scott",Matthew Scott Kressin,"Allentown, US",2013-2024,2013,2024
11740627,Automated driving of a motor vehicle,2023-08-29,6,"Kain,Tobias",Tobias Kain,"Bach, AT",2022-2023,2022,2023
11740627,Automated driving of a motor vehicle,2023-08-29,14,"Decke,Hendrik",Hendrik Decke,"Braunschweig, DE",2019-2023,2019,2023
11740627,Automated driving of a motor vehicle,2023-08-29,1,"Martinez Flores,Yael Abelardo",Yael Abelardo Martinez Flores,"Guadalajara, MX",2023-2023,2023,2023
11740627,Automated driving of a motor vehicle,2023-08-29,1,"Aguirre Mehlhorn,Marcel",Marcel Aguirre Mehlhorn,"Wolfsburg, DE",2023-2023,2023,2023
11740627,Automated driving of a motor vehicle,2023-08-29,9,"Muller,Julian Steffen",Julian Steffen Muller,"Hannover, DE",2017-2023,2017,2023
11741464,"System, method, and computer program product for authenticating user activity based on biometric data",2023-08-29,3,"Amezcua,Juan Carlos",Juan Carlos Amezcua,"Bogota, CO",2022-2023,2022,2023
11741464,"System, method, and computer program product for authenticating user activity based on biometric data",2023-08-29,3,"Barral,Belkis",Belkis Barral,"Miami, US",2022-2023,2022,2023
11741464,"System, method, and computer program product for authenticating user activity based on biometric data",2023-08-29,3,"Cazelato,Rogerio",Rogerio Cazelato,"Vanderbilt Park, US",2022-2023,2022,2023
11741464,"System, method, and computer program product for authenticating user activity based on biometric data",2023-08-29,2,"Castillo Sandoval,Gabriela Karina",Gabriela Karina Castillo Sandoval,"Mexico City, MX",2022-2023,2022,2023
11741464,"System, method, and computer program product for authenticating user activity based on biometric data",2023-08-29,2,"Carvalho,Beatriz Montiani",Beatriz Montiani Carvalho,"São Paulo, BR",2022-2023,2022,2023
11745004,Ventricular assist devices and methods,2023-09-05,1,"Carlos Robles,Jesus Salvador",Jesus Salvador Carlos Robles,"Tlalnepantla, MX",2023-2023,2023,2023
11745004,Ventricular assist devices and methods,2023-09-05,2,"Anaya Romo,Cynthia Denisse",Cynthia Denisse Anaya Romo,"Tlalnepantla, MX",2023-2024,2023,2024
11745004,Ventricular assist devices and methods,2023-09-05,1,"Beltran Calva,Adrian",Adrian Beltran Calva,"Tlalnepantla, MX",2023-2023,2023,2023
11745681,Battery bracket assembly for a vehicle,2023-09-05,1,"Plata,Arnold",Arnold Plata,"Toluca, MX",2023-2023,2023,2023
11745681,Battery bracket assembly for a vehicle,2023-09-05,1,"Kawaoto,Takashi",Takashi Kawaoto,"Yokohama, JP",2023-2023,2023,2023
11745991,Universal liquid solution generation platform,2023-09-05,2,"Garcia Tebar,Ivan",Ivan Garcia Tebar,"Tulum, MX",2023-2023,2023,2023
11746207,Method for producing porous particles by means of a hybrid process of atomisation via drying-cooling,2023-09-05,2,"Espinoza Gonzalez,Carlos Jose",Carlos Jose Espinoza Gonzalez,"Coahuila, MX",2023-2023,2023,2023
11746207,Method for producing porous particles by means of a hybrid process of atomisation via drying-cooling,2023-09-05,1,"Garcia Carrillo,Edgar Miguel",Edgar Miguel Garcia Carrillo,"Coahuila, MX",2023-2023,2023,2023
11746207,Method for producing porous particles by means of a hybrid process of atomisation via drying-cooling,2023-09-05,1,"Rodriguez Fernandez,Oliverio Santiago",Oliverio Santiago Rodriguez Fernandez,"Coahuila, MX",2023-2023,2023,2023
11746207,Method for producing porous particles by means of a hybrid process of atomisation via drying-cooling,2023-09-05,1,"Fernandez Tavizon,Salvador",Salvador Fernandez Tavizon,"Coahuila, MX",2023-2023,2023,2023
11746207,Method for producing porous particles by means of a hybrid process of atomisation via drying-cooling,2023-09-05,2,"Perez Torres,Claudia Anahi",Claudia Anahi Perez Torres,"Veracruz, MX",2023-2023,2023,2023
11746207,Method for producing porous particles by means of a hybrid process of atomisation via drying-cooling,2023-09-05,1,"Navarro Guajardo,Noe Benjamin",Noe Benjamin Navarro Guajardo,"Coahuila, MX",2023-2023,2023,2023
11746266,Adhesive composition,2023-09-05,2,"Jimenez,Elkin David Cardona",Elkin David Cardona Jimenez,"Medellín, CO",2023-2023,2023,2023
11746266,Adhesive composition,2023-09-05,3,"Cipro,Mateus Batista Torres",Mateus Batista Torres Cipro,"São Paulo, BR",2018-2023,2018,2023
11746266,Adhesive composition,2023-09-05,7,"Miyake,Kevin K",Kevin K Miyake,"Tower Lakes, US",2011-2023,2011,2023
11746266,Adhesive composition,2023-09-05,14,"Guo,Yinzhong",Yinzhong Guo,"Pearland, US",2009-2023,2009,2023
11746266,Adhesive composition,2023-09-05,6,"Casarrubias,Juan Carlos",Juan Carlos Casarrubias,"Mexico City, MX",2018-2023,2018,2023
11746570,Vehicle door latch with override feature,2023-09-05,4,"Estrada de Leon,Eduardo",Eduardo Estrada de Leon,"Chihuahua, MX",2023-2023,2023,2023
11746570,Vehicle door latch with override feature,2023-09-05,4,"Escamilla Hernandez,Manuel Antonio",Manuel Antonio Escamilla Hernandez,"Chihuahua, MX",2023-2023,2023,2023
11746676,Thrust bearing assembly,2023-09-05,3,"Munkres,Chad Duncan",Chad Duncan Munkres,"Schenectady, US",2021-2023,2021,2023
11746676,Thrust bearing assembly,2023-09-05,9,"Dewhurst,Edward Arthur",Edward Arthur Dewhurst,"Schenectady, US",1996-2023,1996,2023
11746676,Thrust bearing assembly,2023-09-05,1,"Gruner,James A",James A Gruner,"Schenectady, US",2023-2023,2023,2023
11746676,Thrust bearing assembly,2023-09-05,1,"Nunez Cruz,Luis Antonio",Luis Antonio Nunez Cruz,"Querétaro, MX",2023-2023,2023,2023
11746868,Torque converter with resolver rotor having angular and axial locking,2023-09-05,5,"Flores,Angel Salvador",Angel Salvador Flores,"Puebla, MX",2022-2023,2022,2023
11746868,Torque converter with resolver rotor having angular and axial locking,2023-09-05,17,"Linton,Daniel",Daniel Linton,"North Canton, US",2010-2024,2010,2024
11746868,Torque converter with resolver rotor having angular and axial locking,2023-09-05,26,"Ramsey,John",John Ramsey,"Mansfield, US",1991-2024,1991,2024
11747020,Cooktop and insulated burner assembly,2023-09-05,11,"Todd,Justin Patrick",Justin Patrick Todd,"Louisville, US",2010-2023,2010,2023
11747020,Cooktop and insulated burner assembly,2023-09-05,1,"Tlapalama,Yamil",Yamil Tlapalama,"San José el Alto, MX",2023-2023,2023,2023
11747206,Light-based protractor and use thereof for detection of color associated with physical coatings,2023-09-05,5,"Knight,Richard",Richard Knight,"LaGrange, US",1983-2023,1983,2023
11747206,Light-based protractor and use thereof for detection of color associated with physical coatings,2023-09-05,13,"Norris,Alison M",Alison M Norris,"Gibsonia, US",2014-2024,2014,2024
11747206,Light-based protractor and use thereof for detection of color associated with physical coatings,2023-09-05,4,"Eibon,William E",William E Eibon,"Elyria, US",2014-2023,2014,2023
11747206,Light-based protractor and use thereof for detection of color associated with physical coatings,2023-09-05,3,"Paredes,Antonio",Antonio Paredes,"Querétaro, MX",2011-2023,2011,2023
11747213,Temperature sensor,2023-09-05,6,"Geislinger,Dale F",Dale F Geislinger,"Norwich, US",1995-2023,1995,2023
11747213,Temperature sensor,2023-09-05,1,"Nunez,Christian Gerardo",Christian Gerardo Nunez,"Querétaro, MX",2023-2023,2023,2023
11747213,Temperature sensor,2023-09-05,2,"Artus,David E",David E Artus,"Binghamton, US",1996-2023,1996,2023
11748153,Anticipated containerized infrastructure used in performing cloud migration,2023-09-05,1,"Valadez Vital,Cassandra del Rocio",Cassandra del Rocio Valadez Vital,"Guadalajara, MX",2023-2023,2023,2023
11748153,Anticipated containerized infrastructure used in performing cloud migration,2023-09-05,1,"Reynoso Lomeli,Francisco Pavel",Francisco Pavel Reynoso Lomeli,"Tlaquepaque, MX",2023-2023,2023,2023
11748153,Anticipated containerized infrastructure used in performing cloud migration,2023-09-05,2,"Meneses Barragan,Jorge Adrian",Jorge Adrian Meneses Barragan,"Guadalajara, MX",2022-2023,2022,2023
11748153,Anticipated containerized infrastructure used in performing cloud migration,2023-09-05,16,"Llamas Virgen,Paul",Paul Llamas Virgen,"Zapopan, MX",2018-2024,2018,2024
11750288,Radio frequency over glass system with radio frequency over glass fiber extender,2023-09-05,8,"Beas Bujanos,Joaquin",Joaquin Beas Bujanos,"Ejido Primero de Mayo, MX",2018-2023,2018,2023
11752792,Method and apparatus for applying a material onto articles using a transfer component,2023-09-12,40,"Cassoni,Robert Paul",Robert Paul Cassoni,"Waynesville, US",2001-2024,2001,2024
11752792,Method and apparatus for applying a material onto articles using a transfer component,2023-09-12,23,"Donner,Christopher Gerald",Christopher Gerald Donner,"Playa del Carmen, MX",2011-2023,2011,2023
11752792,Method and apparatus for applying a material onto articles using a transfer component,2023-09-12,14,"Allen,Matthew Richard",Matthew Richard Allen,"Mason, US",2017-2023,2017,2023
11752942,Vehicle body structure mounted side view mirror,2023-09-12,1,"Daniels,Cameron James",Cameron James Daniels,"Allen Park, US",2023-2023,2023,2023
11752942,Vehicle body structure mounted side view mirror,2023-09-12,1,"Garcia Vergara,Isaias Abner",Isaias Abner Garcia Vergara,"San Miguel Ajusco, MX",2023-2023,2023,2023
11752942,Vehicle body structure mounted side view mirror,2023-09-12,5,"Kolar,Ted Victor",Ted Victor Kolar,"Dearborn, US",2019-2023,2019,2023
11752942,Vehicle body structure mounted side view mirror,2023-09-12,18,"Lee,Andrew",Andrew Lee,"Ann Arbor, US",1991-2023,1991,2023
11752942,Vehicle body structure mounted side view mirror,2023-09-12,3,"Contreras Sosa,Mario",Mario Contreras Sosa,"Naucalpan, MX",2019-2023,2019,2023
11753038,Enhanced vehicle and trailer operation,2023-09-12,1,"Becerril,Sergio",Sergio Becerril,"Mexico City, MX",2023-2023,2023,2023
11753038,Enhanced vehicle and trailer operation,2023-09-12,2,"Garza,Veronica",Veronica Garza,"Mexico City, MX",2023-2024,2023,2024
11753038,Enhanced vehicle and trailer operation,2023-09-12,2,"Avila,Mijail",Mijail Avila,"Cuautitlán Izcalli, MX",2023-2024,2023,2024
11753038,Enhanced vehicle and trailer operation,2023-09-12,2,"Sanchez Razo,Cesar",Cesar Sanchez Razo,"Tlalnepantla, MX",2023-2024,2023,2024
11753038,Enhanced vehicle and trailer operation,2023-09-12,2,"Ruiz,J Elias",J Elias Ruiz,"Lunar Lane, MX",2023-2024,2023,2024
11753853,Vehicle door latch,2023-09-12,1,"Alvarez Morales,Jesus Osvaldo",Jesus Osvaldo Alvarez Morales,"Chic, MX",2023-2023,2023,2023
11753853,Vehicle door latch,2023-09-12,3,"Guevara Arreola,Francisco",Francisco Guevara Arreola,"Chic, MX",2023-2023,2023,2023
11753853,Vehicle door latch,2023-09-12,2,"Tostado Bocanegra,Carlos Issac",Carlos Issac Tostado Bocanegra,"Chic, MX",2022-2023,2022,2023
11753853,Vehicle door latch,2023-09-12,1,"Varela Antillon,Victor Daniel",Victor Daniel Varela Antillon,"Chic, MX",2023-2023,2023,2023
11753853,Vehicle door latch,2023-09-12,2,"Estrada Lazcano,Oscar Omar",Oscar Omar Estrada Lazcano,"Mexico City, MX",2022-2023,2022,2023
11753853,Vehicle door latch,2023-09-12,1,"Mino Ramirez,Ari Yussel",Ari Yussel Mino Ramirez,"Chic, MX",2023-2023,2023,2023
11753998,Compact accessory systems for a gas turbine engine,2023-09-12,8,"Dobosz,Tomasz",Tomasz Dobosz,"Tempe, US",2018-2023,2018,2023
11753998,Compact accessory systems for a gas turbine engine,2023-09-12,2,"Felix,Rocio Chavez",Rocio Chavez Felix,"Mexicali, MX",2020-2023,2020,2023
11753998,Compact accessory systems for a gas turbine engine,2023-09-12,37,"Alstad,Shawn",Shawn Alstad,"Phoenix, US",2012-2023,2012,2023
11754024,Induction system including a hydrocarbon trap,2023-09-12,56,"Khami,Roger",Roger Khami,"Troy, US",1998-2024,1998,2024
11754024,Induction system including a hydrocarbon trap,2023-09-12,10,"Quezada,Jose",Jose Quezada,"Tlalnepantla, MX",2011-2023,2011,2023
11754024,Induction system including a hydrocarbon trap,2023-09-12,15,"Rollins,Scott M",Scott M Rollins,"Highland, US",2012-2023,2012,2023
11754024,Induction system including a hydrocarbon trap,2023-09-12,15,"Moyer,David S",David S Moyer,"Sterling Heights, US",2004-2023,2004,2023
11754024,Induction system including a hydrocarbon trap,2023-09-12,4,"Salgado,Juan Pablo",Juan Pablo Salgado,"López Mateos, MX",2022-2023,2022,2023
11754024,Induction system including a hydrocarbon trap,2023-09-12,3,"Cisneros,Victor",Victor Cisneros,"Mexico City, MX",2020-2023,2020,2023
11754604,Modular power tile and method of operating a power distribution system,2023-09-12,1,"Avila Alarcon,Francisco",Francisco Avila Alarcon,"Querétaro, MX",2023-2023,2023,2023
11754604,Modular power tile and method of operating a power distribution system,2023-09-12,3,"Pando Rodriguez,Luis Javier",Luis Javier Pando Rodriguez,"Querétaro, MX",2020-2023,2020,2023
11754604,Modular power tile and method of operating a power distribution system,2023-09-12,1,"Medina Garcia,Daniela Alejandra",Daniela Alejandra Medina Garcia,"Querétaro, MX",2023-2023,2023,2023
11754604,Modular power tile and method of operating a power distribution system,2023-09-12,1,"Carvajal Alcala,Gerardo",Gerardo Carvajal Alcala,"Querétaro, MX",2023-2023,2023,2023
11754796,Independently translatable modules and fiber optic equipment trays in fiber optic equipment,2023-09-12,8,"Juarez,Elmer Mariano",Elmer Mariano Juarez,"Reynosa, MX",2008-2023,2008,2023
11754796,Independently translatable modules and fiber optic equipment trays in fiber optic equipment,2023-09-12,107,"Dean, Jr,David L","David L Dean, Jr","Hickory, US",1988-2023,1988,2023
11754796,Independently translatable modules and fiber optic equipment trays in fiber optic equipment,2023-09-12,39,"Klavuhn,Tory A",Tory A Klavuhn,"Granite Falls, US",2006-2023,2006,2023
11754796,Independently translatable modules and fiber optic equipment trays in fiber optic equipment,2023-09-12,10,"Martinez,Juan Garcia",Juan Garcia Martinez,"Reynosa, MX",2012-2023,2012,2023
11754796,Independently translatable modules and fiber optic equipment trays in fiber optic equipment,2023-09-12,8,"Gonzalez Covarrubias,Juan Miguel",Juan Miguel Gonzalez Covarrubias,"Reynosa, MX",2018-2023,2018,2023
11754796,Independently translatable modules and fiber optic equipment trays in fiber optic equipment,2023-09-12,13,"Lopez Sanchez,Manuel Alejandro",Manuel Alejandro Lopez Sanchez,"Reynosa, MX",2008-2023,2008,2023
11754796,Independently translatable modules and fiber optic equipment trays in fiber optic equipment,2023-09-12,87,"Cooke,Terry L",Terry L Cooke,"Hickory, US",1994-2023,1994,2023
11760418,Energy absorber between vehicle roof and headliner,2023-09-19,6,"Allen,Otis",Otis Allen,"Soquel, US",1976-2023,1976,2023
11760418,Energy absorber between vehicle roof and headliner,2023-09-19,59,"Azzouz,Michael M",Michael M Azzouz,"Dearborn Heights, US",2006-2023,2006,2023
11760418,Energy absorber between vehicle roof and headliner,2023-09-19,35,"Medoro,Michael Steven",Michael Steven Medoro,"Sunnyvale, US",2014-2024,2014,2024
11760418,Energy absorber between vehicle roof and headliner,2023-09-19,2,"Hernandez,Hector",Hector Hernandez,"Lerma, MX",2019-2023,2019,2023
11760418,Energy absorber between vehicle roof and headliner,2023-09-19,11,"Armitage,Robert Ralph",Robert Ralph Armitage,"Howell, US",2018-2023,2018,2023
11760418,Energy absorber between vehicle roof and headliner,2023-09-19,16,"Senatore,Andres Almeida",Andres Almeida Senatore,"San Jose, US",2019-2024,2019,2024
11760418,Energy absorber between vehicle roof and headliner,2023-09-19,23,"Selvasekar,Siddharthan",Siddharthan Selvasekar,"Livermore, US",2020-2024,2020,2024
11760418,Energy absorber between vehicle roof and headliner,2023-09-19,8,"Tilli,Christopher Robert",Christopher Robert Tilli,"Brighton, US",1998-2023,1998,2023
11760944,Hydroprocessing of heavy crudes by catalysts in homogenous phase,2023-09-19,10,"Dominguez Esquivel,Jose Manuel",Jose Manuel Dominguez Esquivel,"Mexico City, MX",2006-2024,2006,2024
11760944,Hydroprocessing of heavy crudes by catalysts in homogenous phase,2023-09-19,2,"Portales Martinez,Benjamin",Benjamin Portales Martinez,"Mexico City, MX",2023-2024,2023,2024
11760944,Hydroprocessing of heavy crudes by catalysts in homogenous phase,2023-09-19,5,"Schacht Hernandez,Persi",Persi Schacht Hernandez,"Mexico City, MX",2016-2024,2016,2024
11760944,Hydroprocessing of heavy crudes by catalysts in homogenous phase,2023-09-19,2,"Soto Escalante,Ismael",Ismael Soto Escalante,"Mexico City, MX",2023-2024,2023,2024
11761490,Drive train connector assembly,2023-09-19,1,"Contreras,Alberto",Alberto Contreras,"Toluca, MX",2023-2023,2023,2023
11762162,Heat management systems for enclosures for power and optical fiber networks,2023-09-19,3,"Briceno,Carlos Jair",Carlos Jair Briceno,"Chihuahua, MX",2002-2023,2002,2023
11762162,Heat management systems for enclosures for power and optical fiber networks,2023-09-19,3,"Guilliams,Gary L",Gary L Guilliams,"Hayes, US",2023-2023,2023,2023
11762162,Heat management systems for enclosures for power and optical fiber networks,2023-09-19,8,"James,Willis F",Willis F James,"Wylie, US",2019-2023,2019,2023
11762162,Heat management systems for enclosures for power and optical fiber networks,2023-09-19,22,"Craft, Jr,Thomas F","Thomas F Craft, Jr","Sachse, US",1994-2023,1994,2023
11762162,Heat management systems for enclosures for power and optical fiber networks,2023-09-19,6,"Thigpen,Thomas A",Thomas A Thigpen,"Meadowlark Drive, US",2014-2023,2014,2023
11762162,Heat management systems for enclosures for power and optical fiber networks,2023-09-19,77,"LeBlanc,Thomas G",Thomas G LeBlanc,"Westminster, US",2009-2024,2009,2024
11765843,Housing for an electronic control unit and method of manufacture,2023-09-19,3,"Orava,Kevin",Kevin Orava,"Shelby Charter Township, US",2021-2023,2021,2023
11765843,Housing for an electronic control unit and method of manufacture,2023-09-19,1,"Almeyda,Evelin Gaytan",Evelin Gaytan Almeyda,"Toluca, MX",2023-2023,2023,2023
11765843,Housing for an electronic control unit and method of manufacture,2023-09-19,11,"Ortiz,Luis Angel Ramirez",Luis Angel Ramirez Ortiz,"Toluca, MX",2011-2023,2011,2023
11765843,Housing for an electronic control unit and method of manufacture,2023-09-19,1,"Narlock, Sr,Roger John","Roger John Narlock, Sr","Clarkston, US",2023-2023,2023,2023
11765843,Housing for an electronic control unit and method of manufacture,2023-09-19,3,"Marutz, II,George","George Marutz, II","Huntington Woods, US",2021-2023,2021,2023
11766426,Semi-solid topical composition containing pirfenidone and modified diallyl disulfide oxide (M-DDO) for eliminating or preventing acne,2023-09-26,14,"Magana Castro,Jose Agustin Rogelio",Jose Agustin Rogelio Magana Castro,"Mexico City, MX",2013-2023,2013,2023
11766426,Semi-solid topical composition containing pirfenidone and modified diallyl disulfide oxide (M-DDO) for eliminating or preventing acne,2023-09-26,4,"Pena Santoyo,Pedro",Pedro Pena Santoyo,"Mexico City, MX",2018-2023,2018,2023
11766426,Semi-solid topical composition containing pirfenidone and modified diallyl disulfide oxide (M-DDO) for eliminating or preventing acne,2023-09-26,8,"Vazquez Cervantes,Laura",Laura Vazquez Cervantes,"Mexico City, MX",2013-2023,2013,2023
11766426,Semi-solid topical composition containing pirfenidone and modified diallyl disulfide oxide (M-DDO) for eliminating or preventing acne,2023-09-26,16,"Armendariz Borunda,Juan Socorro",Juan Socorro Armendariz Borunda,"Mexico City, MX",2010-2023,2010,2023
11766930,Anti-siphon device and method for operation of an anti-siphon device,2023-09-26,4,"Topolovec,Frank Joseph",Frank Joseph Topolovec,"Canton, US",2016-2023,2016,2023
11766930,Anti-siphon device and method for operation of an anti-siphon device,2023-09-26,11,"Vaishnav,Dhaval P",Dhaval P Vaishnav,"Canton, US",2015-2023,2015,2023
11766930,Anti-siphon device and method for operation of an anti-siphon device,2023-09-26,5,"Flores Avina,Kristian Ulyses",Kristian Ulyses Flores Avina,"Mexico City, MX",2023-2023,2023,2023
11766930,Anti-siphon device and method for operation of an anti-siphon device,2023-09-26,6,"Lopez Hernandez,Enrique",Enrique Lopez Hernandez,"Toluca, MX",2020-2023,2020,2023
11766930,Anti-siphon device and method for operation of an anti-siphon device,2023-09-26,9,"Blas Martinez,Luis Felipe",Luis Felipe Blas Martinez,"La Concepción, MX",2020-2023,2020,2023
11766930,Anti-siphon device and method for operation of an anti-siphon device,2023-09-26,10,"Leon Guerrero,Miguel Angel",Miguel Angel Leon Guerrero,"Mexico City, MX",2018-2023,2018,2023
11766930,Anti-siphon device and method for operation of an anti-siphon device,2023-09-26,5,"Hernandez,Daniel Joseph",Daniel Joseph Hernandez,"Coacalco, MX",2004-2023,2004,2023
11766930,Anti-siphon device and method for operation of an anti-siphon device,2023-09-26,5,"Zitkovic,Mike Terrence",Mike Terrence Zitkovic,"Dearborn, US",2016-2023,2016,2023
11768797,Path tracing of mathematical plots,2023-09-26,6,"Brothers,Malgorzata Anna",Malgorzata Anna Brothers,"Plano, US",2005-2024,2005,2024
11768797,Path tracing of mathematical plots,2023-09-26,1,"Baldwin Cruzado,Brian Emilio",Brian Emilio Baldwin Cruzado,"Aguascalientes, MX",2023-2023,2023,2023
11768797,Path tracing of mathematical plots,2023-09-26,9,"Stella,Michel Georges",Michel Georges Stella,"Dallas, US",1990-2023,1990,2023
11769504,Virtual meeting content enhancement triggered by audio tracking,2023-09-26,1,"Reyes Ramirez,Perla Guadalupe",Perla Guadalupe Reyes Ramirez,"Zapopan, MX",2023-2023,2023,2023
11769504,Virtual meeting content enhancement triggered by audio tracking,2023-09-26,7,"Garcia Delgado,Carolina",Carolina Garcia Delgado,"Zapopan, MX",2021-2024,2021,2024
11769504,Virtual meeting content enhancement triggered by audio tracking,2023-09-26,84,"Flores,Romelia H",Romelia H Flores,"Keller, US",2006-2024,2006,2024
11769504,Virtual meeting content enhancement triggered by audio tracking,2023-09-26,16,"Llamas Virgen,Paul",Paul Llamas Virgen,"Zapopan, MX",2018-2024,2018,2024
11769504,Virtual meeting content enhancement triggered by audio tracking,2023-09-26,1,"Santa Ana Velasco,Silvia Cristina",Silvia Cristina Santa Ana Velasco,"Guadalajara, MX",2023-2023,2023,2023
11771740,Methods of diagnosing and treating cervical cancer,2023-10-03,3,"Checa Rojas,Alberto",Alberto Checa Rojas,"Ticumán, MX",2021-2023,2021,2023
11771740,Methods of diagnosing and treating cervical cancer,2023-10-03,3,"Santillan Godinez,Orlando",Orlando Santillan Godinez,"Ticumán, MX",2021-2023,2021,2023
11771740,Methods of diagnosing and treating cervical cancer,2023-10-03,3,"Dominguez Palestino,Raul",Raul Dominguez Palestino,"Mexico City, MX",2021-2023,2021,2023
11772595,Airbag with reinforced tether,2023-10-03,1,"Meza,David Arturo",David Arturo Meza,"Chic, MX",2023-2023,2023,2023
11772595,Airbag with reinforced tether,2023-10-03,1,"Felix,Jose Ramon",Jose Ramon Felix,"Chic, MX",2023-2023,2023,2023
11772665,Methods and system for detecting fretting,2023-10-03,5,"Flores Avina,Kristian Ulyses",Kristian Ulyses Flores Avina,"Mexico City, MX",2023-2023,2023,2023
11772665,Methods and system for detecting fretting,2023-10-03,10,"Leon Guerrero,Miguel Angel",Miguel Angel Leon Guerrero,"Tlalnepantla, MX",2018-2023,2018,2023
11772665,Methods and system for detecting fretting,2023-10-03,1,"Gattu,Pallavi",Pallavi Gattu,"Dearborn, US",2023-2023,2023,2023
11773313,Single-fluid mixed scale dissolution,2023-10-03,38,"Recio, III,Antonio","Antonio Recio, III","Kingwood, US",2017-2024,2017,2024
11773313,Single-fluid mixed scale dissolution,2023-10-03,95,"Reyes,Enrique Antonio",Enrique Antonio Reyes,"Tomball, US",2012-2024,2012,2024
11773313,Single-fluid mixed scale dissolution,2023-10-03,20,"Holan,Kristina Henkel",Kristina Henkel Holan,"Cypress, US",2019-2023,2019,2023
11773313,Single-fluid mixed scale dissolution,2023-10-03,1,"Santos,Sarai",Sarai Santos,"Mexico City, MX",2023-2023,2023,2023
11773623,Systems and methods for high visibility latch handle,2023-10-03,2,"Aguilar Ante,Jose Roberto",Jose Roberto Aguilar Ante,"Mexicali, MX",2012-2023,2012,2023
11773623,Systems and methods for high visibility latch handle,2023-10-03,1,"Salazar Ibarra,Jaime Francisco",Jaime Francisco Salazar Ibarra,"Mexicali, MX",2023-2023,2023,2023
11773772,System and method for installation or removal of one or more combustion cans,2023-10-03,2,"Aguilar Cuellar,Artemio Josue",Artemio Josue Aguilar Cuellar,"Querétaro, MX",2022-2023,2022,2023
11773772,System and method for installation or removal of one or more combustion cans,2023-10-03,1,"Sanchez Moreno,Humberto",Humberto Sanchez Moreno,"Querétaro, MX",2023-2023,2023,2023
11773772,System and method for installation or removal of one or more combustion cans,2023-10-03,73,"Scipio,Alston Ilford",Alston Ilford Scipio,"Mableton, US",2010-2024,2010,2024
11775735,Reading proficiency system and method,2023-10-03,2,"Seward,Renee",Renee Seward,"Cincinnati, US",2022-2023,2022,2023
11775735,Reading proficiency system and method,2023-10-03,2,"Medrano Garcia,Frida Estefania",Frida Estefania Medrano Garcia,"San Nicolás de los Garza, MX",2022-2023,2022,2023
11775735,Reading proficiency system and method,2023-10-03,2,"Srivastava,Akshat",Akshat Srivastava,"San Jose, US",2022-2023,2022,2023
11775735,Reading proficiency system and method,2023-10-03,6,"Fernandez,Oscar",Oscar Fernandez,"Plain City, US",2014-2023,2014,2023
11778573,Predictive wireless feedback control loops,2023-10-03,4,"Ilitzky,David Arditti",David Arditti Ilitzky,"Zapopan, MX",2019-2023,2019,2023
11778573,Predictive wireless feedback control loops,2023-10-03,3,"Osuna Ibarra,Linda Patricia",Linda Patricia Osuna Ibarra,"Zapopan, MX",2021-2023,2021,2023
11778573,Predictive wireless feedback control loops,2023-10-03,48,"Cavalcanti,Dave",Dave Cavalcanti,"Portland, US",2012-2024,2012,2024
11778573,Predictive wireless feedback control loops,2023-10-03,31,"Gomez Gutierrez,David",David Gomez Gutierrez,"Tlaquepaque, MX",2018-2024,2018,2024
11779065,Functional textile fabric,2023-10-10,2,"Cendales Miguez,Rafael Enrique",Rafael Enrique Cendales Miguez,"Tlaxcala, MX",2022-2023,2022,2023
11779574,Gel containing pirfenidone,2023-10-10,16,"Armendariz Borunda,Juan Socorro",Juan Socorro Armendariz Borunda,"Mexico City, MX",2010-2023,2010,2023
11779574,Gel containing pirfenidone,2023-10-10,8,"Vazquez Cervantes,Laura",Laura Vazquez Cervantes,"Mexico City, MX",2013-2023,2013,2023
11779574,Gel containing pirfenidone,2023-10-10,14,"Magana Castro,Jose Agustin Rogelio",Jose Agustin Rogelio Magana Castro,"Mexico City, MX",2013-2023,2013,2023
11780517,Utility trailer,2023-10-10,1,"Harms,Abram Loewen",Abram Loewen Harms,"Sumner, US",2023-2023,2023,2023
11780517,Utility trailer,2023-10-10,1,"Perez Navarro,Vanessa Alejandra",Vanessa Alejandra Perez Navarro,"Chihuahua, MX",2023-2023,2023,2023
11780517,Utility trailer,2023-10-10,1,"Schmitt Fehr,Jesko Jeff",Jesko Jeff Schmitt Fehr,"Chihuahua, MX",2023-2023,2023,2023
