Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Jose A Sanchez Sanchez,"Sanchez Sanchez,Jose A",2,,,,,,"Tlaquepaque, MX",2015-2016,2015,2016,,,,,,,,,,,,,,,,,,,
Jose Abel Cepeda Mendoza,"Cepeda Mendoza,Jose Abel",2,,,,,,"San Mateo Atenco, MX",2012-2013,2012,2013,,,,,,,,,,,,,,,,,,,
Jose Adan Cortina,"Cortina,Jose Adan",2,,,,,,"Mexico City, MX",2021-2023,2021,2023,,,,,,,,,,,,,,,,,,,
Jose Alberto Olivares Lecona,"Olivares Lecona,Jose Alberto",2,,,,,,"Mexico City, MX",2022-2023,2022,2023,,,,,,,,,,,,,,,,,,,
Jose Alberto Sanchez Cruz,"Sanchez Cruz,Jose Alberto",2,,,,,,"Atizapán de Zaragoza, MX",2014-2017,2014,2017,,,,,,,,,,,,,,,,,,,
Jose Alberto Vazquez Ramirez,"Vazquez Ramirez,Jose Alberto",2,,,,,,"Querétaro, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Jose Andres Rojo,"Rojo,Jose Andres",2,,,,,,"Mexico City, MX",1999-2003,1999,2003,,,,,,,,,,,,,,,,,,,
Jose Angel Martinez Gallegos,"Gallegos,Jose Angel Martinez",2,,,,,,"Coahuila, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Antonio Martinez Robledo,"Robledo,Jose Antonio Martinez",2,,,,,,"El Rosario, MX",2004-2022,2004,2022,,,,,,,,,,,,,,,,,,,
Jose Antonio Reyes Perez Valenzuela,"Reyes Perez Valenzuela,Jose Antonio",2,,,,,,"Michoacán, MX",2021-2022,2021,2022,,,,,,,,,,,,,,,,,,,
Jose Antonio Soto Montoya,"Soto Montoya,Jose Antonio",2,,,,,,"Balancán, MX",2013-2016,2013,2016,,,,,,,,,,,,,,,,,,,
Jose Antonio Trujillo Rosales,"Rosales,Jose Antonio Trujillo",2,,,,,,"Arequipa, PE",2006-2022,2006,2022,,,,,,,,,,,,,,,,,,,
Jose Arturo Sanchez Lopez,"Sanchez Lopez,Jose Arturo",2,,,,,,"Guadalajara, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Jose Banuelos,"Banuelos,Jose",2,,,,,,"San Nicolás de los Garza, MX",2013-2020,2013,2020,,,,,,,,,,,,,,,,,,,
Jose BUCIO,"BUCIO,Jose",2,,,,,,"Guanajuato, MX",2022-2023,2022,2023,,,,,,,,,,,,,,,,,,,
Jose BURGOS,"BURGOS,Jose",2,,,,,,"Querétaro, MX",2012-2024,2012,2024,,,,,,,,,,,,,,,,,,,
Jose Carlos Hernandez,"Hernandez,Jose Carlos",2,,,,,,"Villa de Cos, MX",2019-2022,2019,2022,,,,,,,,,,,,,,,,,,,
Jose Carlos Parada Centeno,"Parada Centeno,Jose Carlos",2,,,,,,"Cuautitlán Izcalli, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Jose Carlos Sanchez Herrera,"Sanchez Herrera,Jose Carlos",2,,,,,,"El Marqués, MX",2022-2023,2022,2023,,,,,,,,,,,,,,,,,,,
Jose Daniel Lopez Lima,"Lopez Lima,Jose Daniel",2,,,,,,"Veracruz, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose David Mondragon Avelar,"Mondragon Avelar,Jose David",2,,,,,,"Tepotzotlán, MX",2023-2024,2023,2024,,,,,,,,,,,,,,,,,,,
Jose de Jesus Gonzalez C,"Gonzalez C,Jose de Jesus",2,,,,,,"Jalisco, MX",2000-2000,2000,2000,,,,,,,,,,,,,,,,,,,
Jose de Jesus Jimenez Gonzalez,"Jimenez Gonzalez,Jose de Jesus",2,,,,,,"Guadalajara, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose de Jesus Martinez Colin,"Martinez Colin,Jose de Jesus",2,,,,,,"Estado de México, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose De La Luz Martinez Montes,"Martinez Montes,Jose De La Luz",2,,,,,,"Puebla, MX",2001-2002,2001,2002,,,,,,,,,,,,,,,,,,,
Jose De La Torre Montemayor,"De La Torre Montemayor,Jose",2,,,,,,"San Mateo del Mar, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Jose Eduardo Martinez Cordero,"Martinez Cordero,Jose Eduardo",2,,,,,,"Puruándiro, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Eduardo Rojas Reyna,"Rojas Reyna,Jose Eduardo",2,,,,,,"San Fernando, MX",2013-2014,2013,2014,,,,,,,,,,,,,,,,,,,
Jose Eliseo Meraz Jr,"Meraz, Jr,Jose Eliseo",2,,,,,,"Avondale, US",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Enrique Gallardo Almiray,"Gallardo Almiray,Jose Enrique",2,,,,,,"Querétaro, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Ernesto Simon Gonzalez,"Simon Gonzalez,Jose Ernesto",2,,,,,,"Culiacán, MX",2017-2024,2017,2024,,,,,,,,,,,,,,,,,,,
Jose Flores,"Flores,Jose",2,,,,,,"San Pedro Garza García, MX",1993-2002,1993,2002,,,,,,,,,,,,,,,,,,,
Jose Francisco Gaspar Silva Sanchez,"Silva Sanchez,Jose Francisco Gaspar",2,,,,,,"Mexico City, MX",2021-2024,2021,2024,,,,,,,,,,,,,,,,,,,
Jose Fuentes Rosbery,"Rosbery,Jose Fuentes",2,,,,,,"Querétaro, MX",2003-2005,2003,2005,,,,,,,,,,,,,,,,,,,
Jose G Hernandez JR,"Hernandez, JR,Jose G",2,,,,,,"Temecula, US",2016-2022,2016,2022,,,,,,,,,,,,,,,,,,,
Jose Gerardo Garza Leal,"Leal,Jose Gerardo Garza",2,,,,,,"San Pedro Garza García, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Jose Gerardo Garza Marichalar,"Marichalar,Jose Gerardo Garza",2,,,,,,"Monterrey, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Jose Humberto Gutierrez,"Gutierrez,Jose Humberto",2,,,,,,"Santiago Yancuitlalpan, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Jose Israel Zaragoza Hernandez,"Zaragoza Hernandez,Jose Israel",2,,,,,,"Querétaro, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Ivan Gallardo Flores,"Gallardo Flores,Jose Ivan",2,,,,,,"Guanajuato, MX",2019-2022,2019,2022,,,,,,,,,,,,,,,,,,,
Jose L G Flores,"Flores,Jose L G",2,,,,,,"Ecuandureo, MX",2003-2005,2003,2005,,,,,,,,,,,,,,,,,,,
Jose L Saad,"Saad,Jose L",2,,,,,,"Columbus, US",2001-2002,2001,2002,,,,,,,,,,,,,,,,,,,
Jose L Vega,"Vega,Jose L",2,,,,,,"Querétaro, MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Jose Luis Gallardo,"Gallardo,Jose Luis",2,,,,,,"Atizapán de Zaragoza, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Luis Jimenez Garay,"Jimenez Garay,Jose Luis",2,,,,,,"Villa de Cos, MX",2001-2002,2001,2002,,,,,,,,,,,,,,,,,,,
Jose Luis Oliva Aguayo,"Oliva Aguayo,Jose Luis",2,,,,,,"Jalisco, MX",2015-2018,2015,2018,,,,,,,,,,,,,,,,,,,
Jose Luis Rojas Calderon,"Rojas Calderon,Jose Luis",2,,,,,,"San Luis Potosí, MX",2019-2024,2019,2024,,,,,,,,,,,,,,,,,,,
Jose Luis Trejo Chavez,"Trejo Chavez,Jose Luis",2,,,,,,"Mexico City, MX",2015-2023,2015,2023,,,,,,,,,,,,,,,,,,,
Jose Manuel Aguero Trejo,"Aguero Trejo,Jose Manuel",2,,,,,,"Ticumán, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jose Manuel Flores,"Flores,Jose Manuel",2,,,,,,"Mexicali, MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Jose Manuel Francisco Lara Ochoa,"Lara Ochoa,Jose Manuel Francisco",2,,,,,,"Acapulco, MX",2003-2015,2003,2015,,,,,,,,,,,,,,,,,,,
Jose Manuel Madrid,"Madrid,Jose Manuel",2,,,,,,"Chihuahua, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Jose Manuel Orduno Flores,"Orduno Flores,Jose Manuel",2,,,,,,"Hermosillo, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Jose Manuel Rojas Garcia,"Rojas Garcia,Jose Manuel",2,,,,,,"Miguel Alemán, MX",2009-2014,2009,2014,,,,,,,,,,,,,,,,,,,
Jose Maria Eloy Aparicio Arranz,"Aparicio Arranz,Jose Maria Eloy",2,,,,,,"San Nicolás de los Garza, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Jose Mireles Jr,"Mireles, Jr,Jose",2,,,,,,"Chihuahua, MX",2012-2019,2012,2019,,,,,,,,,,,,,,,,,,,
Jose R Ramirez Gordillo,"Ramirez Gordillo,Jose R",2,,,,,,"Nuevo Laredo, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Ramon Madrigal Carmona,"Madrigal Carmona,Jose Ramon",2,,,,,,"Izamal, MX",2018-2021,2018,2021,,,,,,,,,,,,,,,,,,,
Jose Ramon Septien Dussan,"Septien Dussan,Jose Ramon",2,,,,,,"Guanajuato, MX",2014-2023,2014,2023,,,,,,,,,,,,,,,,,,,
Jose Raul Ivan Garza Rodriguez,"Rodriguez,Jose Raul Ivan Garza",2,,,,,,"El Control, MX",2020-2023,2020,2023,,,,,,,,,,,,,,,,,,,
Jose Roberto Villagomez Ibarra,"Villagomez Ibarra,Jose Roberto",2,,,,,,"Matamoros, MX",2021-2022,2021,2022,,,,,,,,,,,,,,,,,,,
Jose Rogelio Perez Monsrreal,"Perez Monsrreal,Jose Rogelio",2,,,,,,"Mérida, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Jose Rosas,"Rosas,Jose",2,,,,,,"Ocoyoacac, MX",2004-2022,2004,2022,,,,,,,,,,,,,,,,,,,
Jose Ruben Tornero Montano,"Tornero Montano,Jose Ruben",2,,,,,,"Jalisco, MX",2000-2012,2000,2012,,,,,,,,,,,,,,,,,,,
Jose Rurik Farias Mancilla,"Farias Mancilla,Jose Rurik",2,,,,,,"Chihuahua, MX",2014-2015,2014,2015,,,,,,,,,,,,,,,,,,,
Jose Sifuentes III,"Sifuentes, III,Jose",2,,,,,,"Saltillo, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Talamantes Silva,"Talamantes Silva,Jose",2,,,,,,"Monterrey, MX",2013-2022,2013,2022,,,,,,,,,,,,,,,,,,,
Jose Tlaxcala,"Tlaxcala,Jose",2,,,,,,"Naucalpan, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Jose Trinidad Peregrina Gomez,"Peregrina Gomez,Jose Trinidad",2,,,,,,"Guadalupe, MX",2012-2013,2012,2013,,,,,,,,,,,,,,,,,,,
Joseph Brooks Friedman,"Friedman,Joseph Brooks",2,,,,,,"Henderson, US",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Joshua Gerardo Henderson Villalpando,"Henderson Villalpando,Joshua Gerardo",2,,,,,,"Mexico City, MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Josue Alejandro Velasquez Sahagun,"Velasquez Sahagun,Josue Alejandro",2,,,,,,"Zapopan, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Josue Figueroa,"Figueroa,Josue",2,,,,,,"Nuevo Laredo, MX",2020-2024,2020,2024,,,,,,,,,,,,,,,,,,,
Josue I Chavez Mendoza,"Chavez Mendoza,Josue I",2,,,,,,"San Luis Potosí, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Juan Alberto Saldivar Morales,"Saldivar Morales,Juan Alberto",2,,,,,,"Rosarito, MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Juan Antonio Camacho Paredes,"Camacho Paredes,Juan Antonio",2,,,,,,"Monterrey, MX",2016-2019,2016,2019,,,,,,,,,,,,,,,,,,,
Juan Antonio Ertze Encinas,"Ertze Encinas,Juan Antonio",2,,,,,,"Mexico City, MX",2008-2008,2008,2008,,,,,,,,,,,,,,,,,,,
Juan Antonio Flores Zuniga,"Flores Zuniga,Juan Antonio",2,,,,,,"Guerrero Negro, MX",2010-2013,2010,2013,,,,,,,,,,,,,,,,,,,
Juan Antonio Lara Magallanes,"Lara Magallanes,Juan Antonio",2,,,,,,"Saltillo, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Juan Antonio Mayer Goyenechea Caballero,"Mayer Goyenechea Caballero,Juan Antonio",2,,,,,,"Estado de México, MX",2015-2019,2015,2019,,,,,,,,,,,,,,,,,,,
Juan Arturo Montecillo Juarez,"Juarez,Juan Arturo Montecillo",2,,,,,,"Reynosa, MX",2022-2023,2022,2023,,,,,,,,,,,,,,,,,,,
Juan Carlos Avila Vilchis,"Avila Vilchis,Juan Carlos",2,,,,,,"Toluca, MX",2016-2020,2016,2020,,,,,,,,,,,,,,,,,,,
Juan Carlos Cedillo Ramirez,"Cedillo Ramirez,Juan Carlos",2,,,,,,"Mexico City, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Juan Carlos Cortes Arreygue,"Cortes Arreygue,Juan Carlos",2,,,,,,"Morelia, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Juan Carlos de Santiago Ubaldo,"Ubaldo,Juan Carlos de Santiago",2,,,,,,"Coahuila, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Juan Carlos Fernandez Feito,"Fernandez Feito,Juan Carlos",2,,,,,,"Colonia del Valle, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Juan Carlos Gonzalez Garcia Ancira,"Gonzalez Garcia Ancira,Juan Carlos",2,,,,,,"Santiago, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Juan Carlos Lopez Quirarte,"Lopez Quirarte,Juan Carlos",2,,,,,,"Zapopan, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Juan Carlos Oidor,"Oidor,Juan Carlos",2,,,,,,"Querétaro, MX",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Juan Carlos Orozco,"Orozco,Juan Carlos",2,,,,,,"León, MX",2013-2014,2013,2014,,,,,,,,,,,,,,,,,,,
Juan Carlos Valencia Flores,"Valencia Flores,Juan Carlos",2,,,,,,"Tlalmanalco, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Juan Carols Veloz Soto,"Veloz Soto,Juan Carols",2,,,,,,"El Control, MX",2015-2020,2015,2020,,,,,,,,,,,,,,,,,,,
Juan De La Cruz,"De La Cruz,Juan",2,,,,,,"Naucalpan, MX",1989-2011,1989,2011,,,,,,,,,,,,,,,,,,,
Juan Espinosa,"Espinosa,Juan",2,,,,,,"El Control, MX",2009-2011,2009,2011,,,,,,,,,,,,,,,,,,,
Juan F Choreno,"Choreno,Juan F",2,,,,,,"Zumpango, MX",2022-2023,2022,2023,,,,,,,,,,,,,,,,,,,
Juan F Grimaldo Perez,"Grimaldo Perez,Juan F",2,,,,,,"Nuevo Laredo, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Juan Gerardo Narvaez Tijerina,"Narvaez Tijerina,Juan Gerardo",2,,,,,,"Monterrey, MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Juan Gomez Garcia,"Garcia,Juan Gomez",2,,,,,,"Jalisco, MX",2023-2024,2023,2024,,,,,,,,,,,,,,,,,,,
Juan I Banzo,"Banzo,Juan I",2,,,,,,"La Y Griega, MX",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Juan Jose Gutierrez Estrada,"Gutierrez Estrada,Juan Jose",2,,,,,,"Nogales, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Juan Jose Raul Zuniga Alarcon,"Alarcon,Juan Jose Raul Zuniga",2,,,,,,"Saltillo, MX",1997-2004,1997,2004,,,,,,,,,,,,,,,,,,,
Juan Ludlow Saldivar,"Saldivar,Juan Ludlow",2,,,,,,"Mexico City, MX",1997-2000,1997,2000,,,,,,,,,,,,,,,,,,,
Juan Luis Lara,"Lara,Juan Luis",2,,,,,,"Arroyo Seco, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Juan Manuel Cornejo Cruz,"Cornejo Cruz,Juan Manuel",2,,,,,,"Mexico City, MX",2011-2012,2011,2012,,,,,,,,,,,,,,,,,,,
Juan Manuel Gallardo Almiray,"Gallardo Almiray,Juan Manuel",2,,,,,,"Querétaro, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Juan Manuel Juarez Ruiz,"Juarez Ruiz,Juan Manuel",2,,,,,,"Guanajuato, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Juan Manuel Nunez Montalvo,"Nunez Montalvo,Juan Manuel",2,,,,,,"Guanajuato, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Juan Pablo Cazares,"Cazares,Juan Pablo",2,,,,,,"Puebla, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Juan Pablo Giraldo Gomez,"Gomez,Juan Pablo Giraldo",2,,,,,,"Tijuana, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Juan Pablo Jimenez,"Jimenez,Juan Pablo",2,,,,,,"Coyoacán, MX",2015-2023,2015,2023,,,,,,,,,,,,,,,,,,,
Juan Pablo Valdes Abramo,"Valdes Abramo,Juan Pablo",2,,,,,,"Querétaro, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Juan Palencia,"Palencia,Juan",2,,,,,,"Mexico City, MX",2016-2018,2016,2018,,,,,,,,,,,,,,,,,,,
Juan Paz Garcia,"Paz Garcia,Juan",2,,,,,,"Colima, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Juan Ramon Terven Salinas,"Terven Salinas,Juan Ramon",2,,,,,,"Querétaro, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Juan Rosales,"Rosales,Juan",2,,,,,,"Axapusco, MX",2002-2021,2002,2021,,,,,,,,,,,,,,,,,,,
Juan Sosa,"Sosa,Juan",2,,,,,,"Mexicali, MX",2021-2024,2021,2024,,,,,,,,,,,,,,,,,,,
Juan Villarreal Garcia,"Garcia,Juan Villarreal",2,,,,,,"Saltillo, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Juana Araceli Mendez,"Mendez,Juana Araceli",2,,,,,,"Coyoacán, MX",2009-2010,2009,2010,,,,,,,,,,,,,,,,,,,
Judith M Combs,"Combs,Judith M",2,,,,,,"Stuart, US",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Julia A Mazur,"Mazur,Julia A",2,,,,,,"Grafton, US",2018-2023,2018,2023,,,,,,,,,,,,,,,,,,,
Julian Lopacki,"Lopacki,Julian",2,,,,,,"Holly, US",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Julian M Galvan Miyoshi,"Galvan Miyoshi,Julian M",2,,,,,,"Texcoco, MX",2022-2023,2022,2023,,,,,,,,,,,,,,,,,,,
Julian Martinez Fonseca,"Fonseca,Julian Martinez",2,,,,,,"El Refugio, MX",2009-2011,2009,2011,,,,,,,,,,,,,,,,,,,
Julian Romero Beltran,"Romero Beltran,Julian",2,,,,,,"Mexico City, MX",2006-2018,2006,2018,,,,,,,,,,,,,,,,,,,
Julienne Labrecque,"Labrecque,Julienne",2,,,,,,"Worcester, US",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Junji Yagi,"Yagi,Junji",2,,,,,,"Shimada, JP",2014-2020,2014,2020,,,,,,,,,,,,,,,,,,,
Juraj Nestorik,"Nestorik,Juraj",2,,,,,,"Kamienka, SK",2019-2022,2019,2022,,,,,,,,,,,,,,,,,,,
Juventino Cesar Villarreal Garza,"Villarreal Garza,Juventino Cesar",2,,,,,,"San Mateo del Mar, MX",1997-2002,1997,2002,,,,,,,,,,,,,,,,,,,
Kain Haamed Hali Abdala Mendez,"Abdala Mendez,Kain Haamed Hali",2,,,,,,"Hermosillo, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Kan Handa,"Handa,Kan",2,,,,,,"Pittsburgh, US",2022-2024,2022,2024,,,,,,,,,,,,,,,,,,,
Karen Irais Vargas Montiel,"Vargas Montiel,Karen Irais",2,,,,,,"Querétaro, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Karen Navarro Castillo,"Navarro Castillo,Karen",2,,,,,,"Tlaquepaque, MX",2018-2021,2018,2021,,,,,,,,,,,,,,,,,,,
Karen Virginia Beckmann Legorreta,"Beckmann Legorreta,Karen Virginia",2,,,,,,"Mexico City, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Karim Bousbaine,"Bousbaine,Karim",2,,,,,,"Badevel, FR",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Karina Cortes,"Cortes,Karina",2,,,,,,"Buenavista, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Karina Mondragon Vasquez,"Mondragon Vasquez,Karina",2,,,,,,"Cuernavaca, MX",2016-2019,2016,2019,,,,,,,,,,,,,,,,,,,
Karla Magana Renoud,"Magana Renoud,Karla",2,,,,,,"Zapopan, MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Katherine Ann Arnold,"Arnold,Katherine Ann",2,,,,,,"Taylor, US",2020-2023,2020,2023,,,,,,,,,,,,,,,,,,,
Katherine Tharp Nowicki,"Nowicki,Katherine Tharp",2,,,,,,"Cincinnati, US",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Kathleen Pecoraro,"Pecoraro,Kathleen",2,,,,,,"Ann Arbor, US",2013-2014,2013,2014,,,,,,,,,,,,,,,,,,,
Katy Stephanie Almonte Cortes,"Almonte Cortes,Katy Stephanie",2,,,,,,"Rochester Hills, US",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Kazuki Takeishi,"Takeishi,Kazuki",2,,,,,,"Pittsburgh, US",2022-2024,2022,2024,,,,,,,,,,,,,,,,,,,
Keith Edmund OBrien,"O'Brien,Keith Edmund",2,,,,,,"Matawan, US",2013-2022,2013,2022,,,,,,,,,,,,,,,,,,,
Keith Kandt,"Kandt,Keith",2,,,,,,"San Antonio, US",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Kenji OHTANI,"OHTANI,Kenji",2,,,,,,"San Luis de la Paz, MX",2018-2024,2018,2024,,,,,,,,,,,,,,,,,,,
Kevin Adonai Madrid Lopez,"Madrid Lopez,Kevin Adonai",2,,,,,,"Zapopan, MX",2016-2018,2016,2018,,,,,,,,,,,,,,,,,,,
Kevin Leatherwood,"Leatherwood,Kevin",2,,,,,,"Evansville, US",2009-2011,2009,2011,,,,,,,,,,,,,,,,,,,
Kevin Ruckley,"Ruckley,Kevin",2,,,,,,"San Diego, US",2002-2016,2002,2016,,,,,,,,,,,,,,,,,,,
Kevin Zhang,"Zhang,Kevin",2,,,,,,"Mountain View, US",2020-2023,2020,2023,,,,,,,,,,,,,,,,,,,
Kiran Arun Karkhanis,"Karkhanis,Kiran Arun",2,,,,,,"Fryeburg, US",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Kurt E Nurmi,"Nurmi,Kurt E",2,,,,,,"Chesterfield Township, US",2016-2019,2016,2019,,,,,,,,,,,,,,,,,,,
Kurt R Dickmann,"Dickmann,Kurt R",2,,,,,,"Novi, US",2018-2023,2018,2023,,,,,,,,,,,,,,,,,,,
Kyle Dean Blomgren,"Blomgren,Kyle Dean",2,,,,,,"Mason, US",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Lan Tran,"Tran,Lan",2,,,,,,"Montréal, CA",2006-2007,2006,2007,,,,,,,,,,,,,,,,,,,
Larry Hogan,"Hogan,Larry",2,,,,,,"Tucson, US",2006-2021,2006,2021,,,,,,,,,,,,,,,,,,,
Laura Elizabeth Bailon Cisneros,"Bailon Cisneros,Laura Elizabeth",2,,,,,,"Chihuahua, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Laura I Reardon,"Reardon,Laura I",2,,,,,,"Meridian, US",2006-2007,2006,2007,,,,,,,,,,,,,,,,,,,
Laura Imelda Luengo Herrero,"Luengo Herrero,Laura Imelda",2,,,,,,"Cuautitlán Izcalli, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Laura Josefina De La Mora Molina,"De La Mora Molina,Laura Josefina",2,,,,,,"Jalisco, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Laura Nathaly Zaldivar Ortiz,"Zaldivar Ortiz,Laura Nathaly",2,,,,,,"Metepec, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Laura Patricia Matamoros Vargas,"Matamoros Vargas,Laura Patricia",2,,,,,,"Estado de México, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Laura Pena Paras,"Pena Paras,Laura",2,,,,,,"El Control, MX",2011-2021,2011,2021,,,,,,,,,,,,,,,,,,,
Lawrence Joseph Sorenson,"Sorenson,Lawrence Joseph",2,,,,,,"Bloomington, US",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Lazaro Espinosa Magana,"Espinosa Magana,Lazaro",2,,,,,,"Cuautitlán Izcalli, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Lee Daniel Cremar,"Cremar,Lee Daniel",2,,,,,,"Roma, US",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Lennin Fitz Roman,"Fitz Roman,Lennin",2,,,,,,"Puruándiro, MX",2015-2020,2015,2020,,,,,,,,,,,,,,,,,,,
Leo Hendrik Reyes Lozano,"Reyes Lozano,Leo Hendrik",2,,,,,,"Guadalajara, MX",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Leocadio Luis Villarreal Lozano,"Villarreal Lozano,Leocadio Luis",2,,,,,,"El Control, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Leon Cohen,"Cohen,Leon",2,,,,,,"Mexico City, MX",2015-2022,2015,2022,,,,,,,,,,,,,,,,,,,
Leon E Garay,"Garay,Leon E",2,,,,,,"Chihuahua, MX",2013-2016,2013,2016,,,,,,,,,,,,,,,,,,,
Leon Pablo Torres Mancera,"Torres Mancera,Leon Pablo",2,,,,,,"Mexico City, MX",2016-2020,2016,2020,,,,,,,,,,,,,,,,,,,
Leonardo Diaz Garcia,"Diaz Garcia,Leonardo",2,,,,,,"Villa de Cos, MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Leopoldo Zarate Andrade,"Andrade,Leopoldo Zarate",2,,,,,,"Jalisco, MX",2011-2013,2011,2013,,,,,,,,,,,,,,,,,,,
