Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Raul G Reyes,"Reyes,Raul G",7,,,,,,"El Paso, US",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Garrett Wolfe,"Wolfe,Garrett",3,,,,,,"Lewisville, US",2017-2024,2017,2024,,,,,,,,,,,,,,,,,,,
Sara Luisa Reynoso Gomez,"Reynoso Gomez,Sara Luisa",2,,,,,,"Mexico City, MX",2009-2018,2009,2018,,,,,,,,,,,,,,,,,,,
Elizabeth R Griffin,"Griffin,Elizabeth R",9,,,,,,"Newark, US",1992-2020,1992,2020,,,,,,,,,,,,,,,,,,,
Jorge Ancheyta Juarez,"Ancheyta Juarez,Jorge",13,,,,,,"Mexico City, MX",2010-2020,2010,2020,,,,,,,,,,,,,,,,,,,
Jorge Fernando Ramirez Solis,"Ramirez Solis,Jorge Fernando",4,,,,,,"Mexico City, MX",2011-2021,2011,2021,,,,,,,,,,,,,,,,,,,
Patricia Rayo Mayoral,"Rayo Mayoral,Patricia",5,,,,,,"Mexico City, MX",2011-2018,2011,2018,,,,,,,,,,,,,,,,,,,
Guillermo Centeno Nolasco,"Centeno Nolasco,Guillermo",6,,,,,,"Mexico City, MX",2010-2018,2010,2018,,,,,,,,,,,,,,,,,,,
Gustavo Jesus Marroquin Sanchez,"Marroquin Sanchez,Gustavo Jesus",6,,,,,,"Mexico City, MX",2010-2018,2010,2018,,,,,,,,,,,,,,,,,,,
Lawrence A Grab,"Grab,Lawrence A",27,,,,,,"Woodbury, US",1994-2020,1994,2020,,,,,,,,,,,,,,,,,,,
Eric D Morrison,"Morrison,Eric D",60,,,,,,"West St. Paul, US",1993-2023,1993,2023,,,,,,,,,,,,,,,,,,,
Guang Jong Jason Weiu,"Weiu,Guang Jong Jason",1,,,,,,"Mendota Heights, US",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Arturo S Valencia Sil,"Valencia Sil,Arturo S",13,,,,,,"Naucalpan, MX",2010-2020,2010,2020,,,,,,,,,,,,,,,,,,,
David A Halsrud,"Halsrud,David A",24,,,,,,"Minneapolis, US",1992-2020,1992,2020,,,,,,,,,,,,,,,,,,,
Hector R Dibenedetto,"Dibenedetto,Hector R",13,,,,,,"Pilar, AR",2010-2020,2010,2020,,,,,,,,,,,,,,,,,,,
Bruce E Schmidt,"Schmidt,Bruce E",27,,,,,,"Apple Valley, US",1977-2020,1977,2020,,,,,,,,,,,,,,,,,,,
Jurgen Christian Hagedorn Maillard,"Hagedorn Maillard,Jurgen Christian",1,,,,,,"Guadalajara, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Luis Roberto Togo Peraza,"Togo Peraza,Luis Roberto",2,,,,,,"Zapopan, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Alberto Navarro Hurtado,"Navarro Hurtado,Alberto",1,,,,,,"Zapopan, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Irving Morales Rodriguez,"Morales Rodriguez,Irving",2,,,,,,"Guadalajara, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Jorge Benitez Sosa,"Benitez Sosa,Jorge",1,,,,,,"Zapopan, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Shaun E Harrington,"Harrington,Shaun E",55,,,,,,"Sahuarita, US",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Emmanuel B Gonzalez,"Gonzalez,Emmanuel B",4,,,,,,"Guadalajara, MX",2018-2021,2018,2021,,,,,,,,,,,,,,,,,,,
Christopher B Moore,"Moore,Christopher B",58,,,,,,"Vail, US",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
Harry R McGregor,"McGregor,Harry R",59,,,,,,"Tucson, US",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Sergio Aguirre,"Aguirre,Sergio",14,,,,,,"Ejido Primero de Mayo, MX",1992-2019,1992,2019,,,,,,,,,,,,,,,,,,,
Julio Cesar Ayala Vera,"Vera,Julio Cesar Ayala",7,,,,,,"Apodaca, MX",2017-2023,2017,2023,,,,,,,,,,,,,,,,,,,
Carlos Gonzalez Inda,"Inda,Carlos Gonzalez",9,,,,,,"Guadalupe, MX",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Adriana Torres Flores,"Torres Flores,Adriana",1,,,,,,"El Control, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Alicia De Hoyos Reyes,"De Hoyos Reyes,Alicia",1,,,,,,"El Control, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Andrea Siller Gonzalez,"Siller Gonzalez,Andrea",1,,,,,,"El Control, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Ramses Galaz Mendez,"Galaz Mendez,Ramses",3,,,,,,"Sonora, MX",2016-2019,2016,2019,,,,,,,,,,,,,,,,,,,
Marco Antonio Araujo Padilla,"Araujo Padilla,Marco Antonio",1,,,,,,"Villa de Cos, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Antonio Martinez Ilescas,"Martinez Ilescas,Antonio",1,,,,,,"San Mateo Atenco, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Francisco Ronquillo Melendez,"Ronquillo Melendez,Francisco",5,,,,,,"Puebla, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Enrique Granell Peniche,"Granell Peniche,Enrique",4,,,,,,"Santiago Yancuitlalpan, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Zhibing Deng,"Deng,Zhibing",91,,,,,,"Northville, US",2007-2024,2007,2024,,,,,,,,,,,,,,,,,,,
Alberto Molina Bernal,"Molina Bernal,Alberto",1,,,,,,"Villa Guerrero, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Deepak Patel,"Patel,Deepak",78,,,,,,"Canton, US",2007-2024,2007,2024,,,,,,,,,,,,,,,,,,,
Shekar Prabhakar Erasala,"Erasala,Shekar Prabhakar",17,,,,,,"Northville, US",2009-2024,2009,2024,,,,,,,,,,,,,,,,,,,
Jose Ramon Madrigal Carmona,"Madrigal Carmona,Jose Ramon",2,,,,,,"Izamal, MX",2018-2021,2018,2021,,,,,,,,,,,,,,,,,,,
Oscar Ruiz Lara,"Ruiz Lara,Oscar",10,,,,,,"Izamal, MX",2018-2024,2018,2024,,,,,,,,,,,,,,,,,,,
Patricia Luevano Gonzalez,"Luevano Gonzalez,Patricia",3,,,,,,"Izamal, MX",2018-2021,2018,2021,,,,,,,,,,,,,,,,,,,
Hiram Isaac Beltran Conde,"Beltran Conde,Hiram Isaac",10,,,,,,"Mexico City, MX",2013-2019,2013,2019,,,,,,,,,,,,,,,,,,,
Luis Silvestre Zamudio Rivera,"Zamudio Rivera,Luis Silvestre",23,,,,,,"Mexico City, MX",2013-2022,2013,2022,,,,,,,,,,,,,,,,,,,
Marco Antonio Dominguez Aguilar,"Dominguez Aguilar,Marco Antonio",6,,,,,,"Mexico City, MX",2015-2024,2015,2024,,,,,,,,,,,,,,,,,,,
Aristeo Estrada Buendia,"Estrada Buendia,Aristeo",7,,,,,,"Mexico City, MX",2014-2019,2014,2019,,,,,,,,,,,,,,,,,,,
Jaquelin Martinez Viramontes,"Martinez Viramontes,Jaquelin",3,,,,,,"Mexico City, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Violeta Yasmin Mena Cervantes,"Mena Cervantes,Violeta Yasmin",18,,,,,,"Mexico City, MX",2013-2021,2013,2021,,,,,,,,,,,,,,,,,,,
Raul Hernandez Altamirano,"Hernandez Altamirano,Raul",23,,,,,,"Mexico City, MX",2013-2022,2013,2022,,,,,,,,,,,,,,,,,,,
Cynthia Cantu Martinez,"Martinez,Cynthia Cantu",2,,,,,,"Fort Worth, US",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
William Julius McPhil Giraud,"Giraud,William Julius McPhil",39,,,,,,"Azle, US",2005-2024,2005,2024,,,,,,,,,,,,,,,,,,,
Giovanna Monserrat Franco Romo,"Franco Romo,Giovanna Monserrat",1,,,,,,"Reynosa, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Flavio Ramos Dominguez,"Dominguez,Flavio Ramos",1,,,,,,"Sinaloa, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Joseph Patrick Jacobs,"Jacobs,Joseph Patrick",1,,,,,,"Davis, US",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jeremy Rubens,"Rubens,Jeremy",34,,,,,,"Palatine, US",2011-2024,2011,2024,,,,,,,,,,,,,,,,,,,
Fernando Porchas,"Porchas,Fernando",1,,,,,,"Mexicali, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jaime Moreno,"Moreno,Jaime",56,,,,,,"Imperial, US",1984-2019,1984,2019,,,,,,,,,,,,,,,,,,,
Todd Frank Ovokaitys,"Ovokaitys,Todd Frank",10,,,,,,"Carlsbad, US",2012-2024,2012,2024,,,,,,,,,,,,,,,,,,,
John Scott Strachan,"Strachan,John Scott",19,,,,,,"Edinburgh, GB",1983-2024,1983,2024,,,,,,,,,,,,,,,,,,,
Raul Mendez Segura,"Segura,Raul Mendez",1,,,,,,"Huixquilucan de Degollado, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Veronica Elizabeth Vela,"Vela,Veronica Elizabeth",3,,,,,,"Querétaro, MX",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
Salvador Villarreal,"Villarreal,Salvador",2,,,,,,"Querétaro, MX",1984-2018,1984,2018,,,,,,,,,,,,,,,,,,,
Yeremi Adair Lopez,"Lopez,Yeremi Adair",1,,,,,,"Querétaro, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Berenice Vilchis,"Vilchis,Berenice",1,,,,,,"Tolimán, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Andrew Scott Kessie,"Kessie,Andrew Scott",11,,,,,,"Springboro, US",1994-2022,1994,2022,,,,,,,,,,,,,,,,,,,
Tomas Eduardo Elias,"Elias,Tomas Eduardo",2,,,,,,"Querétaro, MX",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Kyle Dean Blomgren,"Blomgren,Kyle Dean",2,,,,,,"Mason, US",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Paul Anthony Maletta,"Maletta,Paul Anthony",2,,,,,,"Sharonville, US",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
John Sherrill Carpenter,"Carpenter,John Sherrill",3,,,,,,"Monroe, US",2002-2022,2002,2022,,,,,,,,,,,,,,,,,,,
Oscar Ernesto Escobar,"Escobar,Oscar Ernesto",2,,,,,,"Querétaro, MX",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Brian Clements,"Clements,Brian",4,,,,,,"Blue Ash, US",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Daniel John Maggard,"Maggard,Daniel John",4,,,,,,"Norwood, US",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Varsha Sadekar,"Sadekar,Varsha",24,,,,,,"Detroit, US",2005-2023,2005,2023,,,,,,,,,,,,,,,,,,,
Fausto Eleazar Vazquez Flores,"Vazquez Flores,Fausto Eleazar",2,,,,,,"Irapuato, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Mark J Rychlinski,"Rychlinski,Mark J",12,,,,,,"Farmington Hills, US",2008-2019,2008,2019,,,,,,,,,,,,,,,,,,,
Rajeev Vyas,"Vyas,Rajeev",10,,,,,,"Rochester Hills, US",2001-2022,2001,2022,,,,,,,,,,,,,,,,,,,
Chandra S Namuduri,"Namuduri,Chandra S",249,,,,,,"Troy, US",1993-2024,1993,2024,,,,,,,,,,,,,,,,,,,
Cesar Garcia,"Garcia,Cesar",7,,,,,,"Monterrey, MX",2002-2022,2002,2022,,,,,,,,,,,,,,,,,,,
Bryan D Blauwet,"Blauwet,Bryan D",9,,,,,,"Ankeny, US",2012-2020,2012,2020,,,,,,,,,,,,,,,,,,,
Shawn J Becker,"Becker,Shawn J",34,,,,,,"Centralia, US",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
Jerry R Merkle,"Merkle,Jerry R",4,,,,,,"Altoona, US",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Jeremy Nefzger,"Nefzger,Jeremy",9,,,,,,"Ankeny, US",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Luc Janelle,"Janelle,Luc",16,,,,,,"Ankeny, US",1996-2024,1996,2024,,,,,,,,,,,,,,,,,,,
David L Steinlage,"Steinlage,David L",35,,,,,,"Centralia, US",2002-2024,2002,2024,,,,,,,,,,,,,,,,,,,
Humberto Moreno,"Moreno,Humberto",6,,,,,,"Monterrey, MX",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Carlos Armando Fuentes Aragon,"Aragon,Carlos Armando Fuentes",1,,,,,,"León, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Roberto Munoz Almaguer,"Almaguer,Roberto Munoz",1,,,,,,"León, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Roberto Zitzumbo Guzman,"Guzman,Roberto Zitzumbo",1,,,,,,"León, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Fernando Chico Ruiz,"Ruiz,Fernando Chico",1,,,,,,"León, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Ramon Alberto Ayala Medina,"Medina,Ramon Alberto Ayala",2,,,,,,"León, MX",1993-2018,1993,2018,,,,,,,,,,,,,,,,,,,
Constantino Vidal Guerrero,"Guerrero,Constantino Vidal",1,,,,,,"León, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Linda Paola Lobato Franco,"Lobato Franco,Linda Paola",1,,,,,,"Mexico City, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Juan Pedro Gil Alonso,"Gil Alonso,Juan Pedro",1,,,,,,"Girona, ES",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Angelo Antonio Perdigon Rodriguez,"Perdigon Rodriguez,Angelo Antonio",1,,,,,,"Mexico City, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Daniel Fernandez de Cordova Shore,"Fernandez de Cordova Shore,Daniel",1,,,,,,"Mexico City, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Henry Serrano Echeverria,"Serrano Echeverria,Henry",1,,,,,,"Acapulco, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Frederic Zoller Chesler,"Zoller Chesler,Frederic",1,,,,,,"Mexico City, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Lina Peralta Orta,"Peralta Orta,Lina",1,,,,,,"Toluca, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Francisco Ronquillo Melendez,"Melendez,Francisco Ronquillo",2,,,,,,"Puebla, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Omar Antonio Ramirez Pavon,"Pavon,Omar Antonio Ramirez",2,,,,,,"Mexico City, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Jose Alfredo Peregrina Loera,"Loera,Jose Alfredo Peregrina",2,,,,,,"Xico, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Mario Garcia Lannoy,"Lannoy,Mario Garcia",3,,,,,,"Toluca, MX",2015-2018,2015,2018,,,,,,,,,,,,,,,,,,,
Juan Manuel Gallardo Almiray,"Gallardo Almiray,Juan Manuel",2,,,,,,"Querétaro, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Sergio Alberto Vega Velazquez,"Vega Velazquez,Sergio Alberto",7,,,,,,"Villa de Cos, MX",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
Dario Jesus Barrera Munoz,"Barrera Munoz,Dario Jesus",2,,,,,,"Tlalnepantla, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Jose Osawa Diaz,"Diaz,Jose Osawa",5,,,,,,"Santiago Yancuitlalpan, MX",1981-2018,1981,2018,,,,,,,,,,,,,,,,,,,
Yong Xu,"Xu,Yong",31,,,,,,"Midvale, US",2007-2023,2007,2023,,,,,,,,,,,,,,,,,,,
Steven G Kultgen,"Kultgen,Steven G",14,,,,,,"Salt Lake City, US",2005-2023,2005,2023,,,,,,,,,,,,,,,,,,,
Xiaohui Liu,"Liu,Xiaohui",54,,,,,,"Holladay, US",1995-2024,1995,2024,,,,,,,,,,,,,,,,,,,
Koc Kan Ho,"Ho,Koc Kan",53,,,,,,"Holladay, US",1997-2023,1997,2023,,,,,,,,,,,,,,,,,,,
Benjamin Gary Brenning,"Brenning,Benjamin Gary",4,,,,,,"Zapopan, MX",2016-2020,2016,2020,,,,,,,,,,,,,,,,,,,
Michael David Saunders,"Saunders,Michael David",9,,,,,,"Sandy, US",2015-2020,2015,2020,,,,,,,,,,,,,,,,,,,
Flavio Salvador Vazquez Moreno,"Vazquez Moreno,Flavio Salvador",23,,,,,,"Mexico City, MX",2014-2024,2014,2024,,,,,,,,,,,,,,,,,,,
Alfonso LOPEZ ORTEGA,"LOPEZ ORTEGA,Alfonso",14,,,,,,"Mexico City, MX",2016-2022,2016,2022,,,,,,,,,,,,,,,,,,,
Fernando Alvarez Ramirez,"Alvarez Ramirez,Fernando",22,,,,,,"Mexico City, MX",2008-2024,2008,2024,,,,,,,,,,,,,,,,,,,
Jose Gonzalo Hernandez Cortez,"Hernandez Cortez,Jose Gonzalo",9,,,,,,"Mexico City, MX",2016-2021,2016,2021,,,,,,,,,,,,,,,,,,,
Laura Veronica Castro Sotelo,"Castro Sotelo,Laura Veronica",13,,,,,,"Mexico City, MX",2014-2019,2014,2019,,,,,,,,,,,,,,,,,,,
Cesar Andres FLORES SANDOVAL,"FLORES SANDOVAL,Cesar Andres",16,,,,,,"Mexico City, MX",2016-2024,2016,2024,,,,,,,,,,,,,,,,,,,
Eugenio Alejandro Flores Oropeza,"Flores Oropeza,Eugenio Alejandro",17,,,,,,"Mexico City, MX",2013-2019,2013,2019,,,,,,,,,,,,,,,,,,,
Reyna Reyes Martinez,"Reyes Martinez,Reyna",5,,,,,,"Mexico City, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Arquimedes ESTRADA MARTINEZ,"ESTRADA MARTINEZ,Arquimedes",13,,,,,,"Mexico City, MX",2016-2020,2016,2020,,,,,,,,,,,,,,,,,,,
Santiago Alonso Plata Amarillas,"Plata Amarillas,Santiago Alonso",6,,,,,,"Querétaro, MX",2014-2019,2014,2019,,,,,,,,,,,,,,,,,,,
Ramon Merino Cervantes,"Merino Cervantes,Ramon",2,,,,,,"Querétaro, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Omar Loza Guerrero,"Loza Guerrero,Omar",1,,,,,,"Querétaro, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Daniel Andres Ramos Coria,"Ramos Coria,Daniel Andres",2,,,,,,"Santa Fe, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Artemio Magana,"Magana,Artemio",2,,,,,,"Leona Vicario, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Rodrigo Felix,"Felix,Rodrigo",5,,,,,,"Atizapán de Zaragoza, MX",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Arturo del Refugio Sanchez Perez,"Sanchez Perez,Arturo del Refugio",2,,,,,,"Mexico City, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
George Schreiner,"Schreiner,George",29,,,,,,"Los Altos Hills, US",2000-2023,2000,2023,,,,,,,,,,,,,,,,,,,
Guillermo M Ceballos Reyes,"Reyes,Guillermo M Ceballos",2,,,,,,"Mexico City, MX",2018-2021,2018,2021,,,,,,,,,,,,,,,,,,,
Alan Maisel,"Maisel,Alan",6,,,,,,"Solana Beach, US",2010-2022,2010,2022,,,,,,,,,,,,,,,,,,,
Pam Taub,"Taub,Pam",3,,,,,,"Rancho Santa Fe, US",2014-2021,2014,2021,,,,,,,,,,,,,,,,,,,
Francisco Villarreal,"Villarreal,Francisco",3,,,,,,"Chula Vista, US",2014-2021,2014,2021,,,,,,,,,,,,,,,,,,,
Enrique Delgado Macias,"Macias,Enrique Delgado",5,,,,,,"Sahuayo de Morelos, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Aaron Chiu,"Chiu,Aaron",5,,,,,,"El Paso, US",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Rene Javier Padilla Haro,"Padilla Haro,Rene Javier",1,,,,,,"San Miguel Ajusco, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Amy M Boardman,"Boardman,Amy M",5,,,,,,"Garden City, US",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Hector Hernandez Hernandez,"Hernandez Hernandez,Hector",3,,,,,,"Toluca, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Alfredo Cuevas Vega,"Cuevas Vega,Alfredo",4,,,,,,"Santiago Tianguistenco, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Diego Fabricio Villacres Mesias,"Villacres Mesias,Diego Fabricio",15,,,,,,"Toluca, MX",2018-2024,2018,2024,,,,,,,,,,,,,,,,,,,
Robert Ralph Armitage,"Armitage,Robert Ralph",11,,,,,,"Howell, US",2018-2023,2018,2023,,,,,,,,,,,,,,,,,,,
Guillermo Muzquiz,"Muzquiz,Guillermo",2,,,,,,"Chihuahua, MX",2014-2018,2014,2018,,,,,,,,,,,,,,,,,,,
Cesar C Chavez,"Chavez,Cesar C",3,,,,,,"Chihuahua, MX",2004-2018,2004,2018,,,,,,,,,,,,,,,,,,,
Edgar M Garcia Tellez,"Garcia Tellez,Edgar M",3,,,,,,"San Nicolás de los Garza, MX",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Gerardo Edel de la Garza Fernandez,"de la Garza Fernandez,Gerardo Edel",2,,,,,,"?????? 45 ??? 6, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Carlos Alberto Gonzalez Reyes,"Gonzalez Reyes,Carlos Alberto",2,,,,,,"Sahuaripa, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Jose R Ramirez Gordillo,"Ramirez Gordillo,Jose R",2,,,,,,"Nuevo Laredo, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Martin S Tovar Hernandez,"Tovar Hernandez,Martin S",1,,,,,,"Nuevo Laredo, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Juan F Grimaldo Perez,"Grimaldo Perez,Juan F",2,,,,,,"Nuevo Laredo, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Emmanuel Barajas Gonzalez,"Barajas Gonzalez,Emmanuel",53,,,,,,"Guadalajara, MX",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Benjamin K Rawlins,"Rawlins,Benjamin K",14,,,,,,"Tucson, US",2017-2024,2017,2024,,,,,,,,,,,,,,,,,,,
Shaun E Harrington,"Harrington,Shaun E",55,,,,,,"Sahuarita, US",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Damian Lara,"Lara,Damian",2,,,,,,"La Y Griega, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Etel Maya Flores,"Maya Flores,Etel",4,,,,,,"Mexico City, MX",2016-2018,2016,2018,,,,,,,,,,,,,,,,,,,
Jaime SANCHEZ VALENTE,"SANCHEZ VALENTE,Jaime",9,,,,,,"Mexico City, MX",2011-2021,2011,2021,,,,,,,,,,,,,,,,,,,
Andrea RODRIGUEZ HERNANDEZ,"RODRIGUEZ HERNANDEZ,Andrea",5,,,,,,"Mexico City, MX",2016-2022,2016,2022,,,,,,,,,,,,,,,,,,,
Francisco Ivars Barcelo,"Ivars Barcelo,Francisco",4,,,,,,"València, ES",2016-2018,2016,2018,,,,,,,,,,,,,,,,,,,
Roberto QUINTANA SOLORZANO,"QUINTANA SOLORZANO,Roberto",4,,,,,,"Mexico City, MX",2016-2018,2016,2018,,,,,,,,,,,,,,,,,,,
Paz Del Angel Vicente,"Del Angel Vicente,Paz",4,,,,,,"Mexico City, MX",2016-2018,2016,2018,,,,,,,,,,,,,,,,,,,
Jose Manuel Lopez Nieto,"Lopez Nieto,Jose Manuel",11,,,,,,"València, ES",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
Amada Masso Ramirez,"Masso Ramirez,Amada",4,,,,,,"València, ES",2016-2018,2016,2018,,,,,,,,,,,,,,,,,,,
Hector ARMENDARIZ HERRERA,"ARMENDARIZ HERRERA,Hector",7,,,,,,"Mexico City, MX",2014-2019,2014,2019,,,,,,,,,,,,,,,,,,,
Maria de Lourdes Alejandra GUZMAN CASTILLO,"GUZMAN CASTILLO,Maria de Lourdes Alejandra",8,,,,,,"Mexico City, MX",2014-2021,2014,2021,,,,,,,,,,,,,,,,,,,
J Elias Ruiz,"Ruiz,J Elias",2,,,,,,"General Escobedo, MX",2018-2024,2018,2024,,,,,,,,,,,,,,,,,,,
Jhammel Montes,"Montes,Jhammel",2,,,,,,"Plymouth, US",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Ricardo David Luna Olvera,"Luna Olvera,Ricardo David",4,,,,,,"Mexico City, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Gerardo Brigido Delgado,"Delgado,Gerardo Brigido",4,,,,,,"Livonia, US",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
YOGESH DHANABALAN CHANDRASEKARAN,"CHANDRASEKARAN,YOGESH DHANABALAN",3,,,,,,"Pune, IN",2018-2021,2018,2021,,,,,,,,,,,,,,,,,,,
SCOTT T THALLS,"THALLS,SCOTT T",7,,,,,,"Stevensville, US",2016-2021,2016,2021,,,,,,,,,,,,,,,,,,,
Timothy E Heater,"Heater,Timothy E",21,,,,,,"Hartford, US",2001-2024,2001,2024,,,,,,,,,,,,,,,,,,,
Jose Aldo Ramirez,"Ramirez,Jose Aldo",7,,,,,,"Monterrey, MX",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Prabhjee Anand,"Anand,Prabhjee",7,,,,,,"Khandwa, IN",2018-2024,2018,2024,,,,,,,,,,,,,,,,,,,
Ndjeka K Luhahi,"Luhahi,Ndjeka K",7,,,,,,"Grand Rapids, US",2018-2021,2018,2021,,,,,,,,,,,,,,,,,,,
Oscar Saavedra,"Saavedra,Oscar",3,,,,,,"Toluca, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Jesus Marini Parissi,"Marini Parissi,Jesus",3,,,,,,"Xico, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Jorge Gomez Melchor,"Gomez Melchor,Jorge",2,,,,,,"Mexico City, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Sergio Morales Alvarez,"Morales Alvarez,Sergio",1,,,,,,"Chametla, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
